형태소,품사,가수,카운트
받던,Verb,소녀시대,1
받아,Verb,TWICE,1
받아,Verb,동방신기(TVXQ!),2
받아,Verb,방탄소년단,5
받아,Verb,세븐틴,2
받아,Verb,소녀시대,4
받아,Verb,슈퍼주니어,3
받아,Verb,엑소,1
받아,Verb,원더걸스,1
받아도,Verb,소녀시대,2
받아도,Verb,엑소,1
받아들여,Verb,레드벨벳,1
받아들여,Verb,빅뱅,2
받아들여,Verb,엑소,2
받아들여지질,Verb,슈퍼주니어,1
받아라,Verb,원더걸스,1
받아서,Verb,TWICE,1
받아주길,Verb,원더걸스,1
받아주네,Verb,방탄소년단,1
받아줄,Verb,TWICE,1
받아줄,Verb,소녀시대,1
받아줄래,Verb,TWICE,1
받아줄지,Verb,빅뱅,1
받아줘,Verb,동방신기,4
받아줘,Verb,동방신기(TVXQ!),5
받아줘,Verb,세븐틴,2
받아줘,Verb,슈퍼주니어,4
받아줘,Verb,엑소,6
받아줘요,Verb,소녀시대,1
받았어,Verb,방탄소년단,1
받았을,Verb,슈퍼주니어,1
받았지,Verb,방탄소년단,1
받어,Verb,원더걸스,1
받은,Verb,동방신기(TVXQ!),3
받은,Verb,방탄소년단,1
받은,Verb,세븐틴,1
받은,Verb,소녀시대,7
받은,Verb,슈퍼주니어,2
받은,Verb,엑소,1
받을,Verb,TWICE,1
받을,Verb,동방신기,1
받을,Verb,동방신기(TVXQ!),1
받을,Verb,방탄소년단,2
받을,Verb,슈퍼주니어,3
받을까,Verb,빅뱅,1
받자마자,Verb,세븐틴,2
받잖니,Verb,빅뱅,1
받지,Verb,TWICE,1
받지,Verb,동방신기,1
받지,Verb,레드벨벳,1
받지,Verb,방탄소년단,3
받지,Verb,빅뱅,1
받지,Verb,소녀시대,2
받지,Verb,슈퍼주니어,2
받지,Verb,원더걸스,1
받지도,Verb,소녀시대,2
받지마,Verb,엑소,1
받쳐줄,Verb,원더걸스,1
받치고,Verb,방탄소년단,1
발,Noun,TWICE,15
발,Noun,동방신기,2
발,Noun,동방신기(TVXQ!),15
발,Noun,레드벨벳,27
발,Noun,방탄소년단,26
발,Noun,빅뱅,7
발,Noun,세븐틴,9
발,Noun,소녀시대,9
발,Noun,슈퍼주니어,15
발,Noun,엑소,14
발,Noun,원더걸스,1
발가벗은,Verb,방탄소년단,1
발갛,Noun,엑소,3
발걸음,Noun,TWICE,3
발걸음,Noun,동방신기,1
발걸음,Noun,동방신기(TVXQ!),4
발걸음,Noun,레드벨벳,4
발걸음,Noun,방탄소년단,3
발걸음,Noun,세븐틴,4
발걸음,Noun,소녀시대,2
발걸음,Noun,슈퍼주니어,8
발걸음,Noun,엑소,5
발겨,Verb,방탄소년단,1
발견,Noun,레드벨벳,1
발견,Noun,세븐틴,1
발견,Noun,엑소,4
발그레,Noun,레드벨벳,1
발그레발그레,Noun,빅뱅,1
발길,Noun,동방신기(TVXQ!),1
발길,Noun,레드벨벳,1
발길,Noun,빅뱅,1
발길,Noun,슈퍼주니어,1
발끈,Noun,레드벨벳,1
발끈,Noun,세븐틴,1
발끝,Noun,TWICE,2
발끝,Noun,동방신기,3
발끝,Noun,동방신기(TVXQ!),2
발끝,Noun,레드벨벳,5
발끝,Noun,방탄소년단,8
발끝,Noun,빅뱅,1
발끝,Noun,세븐틴,1
발끝,Noun,소녀시대,1
발끝,Noun,슈퍼주니어,2
발끝,Noun,엑소,2
발도,Noun,레드벨벳,1
발등,Noun,빅뱅,3
발등,Noun,슈퍼주니어,1
발라,Noun,방탄소년단,1
발러,Verb,방탄소년단,1
발렛,Noun,슈퍼주니어,1
발령,Noun,세븐틴,2
발록,Adverb,방탄소년단,1
발린,Noun,레드벨벳,1
발목,Noun,방탄소년단,2
발목,Noun,세븐틴,1
발밑,Noun,TWICE,5
발밑,Noun,레드벨벳,2
발밑,Noun,방탄소년단,1
발바닥,Noun,방탄소년단,1
발버둥,Noun,TWICE,1
발버둥,Noun,세븐틴,2
발버둥,Noun,슈퍼주니어,1
발버둥쳐,Verb,방탄소년단,2
발버둥쳐도,Verb,엑소,4
발버둥치고,Verb,방탄소년단,2
발사,Noun,방탄소년단,8
발사,Noun,세븐틴,3
발상,Noun,TWICE,1
발악,Noun,빅뱅,2
발음,Noun,TWICE,1
발음,Noun,방탄소년단,4
발음,Noun,슈퍼주니어,1
발의,Noun,방탄소년단,1
발자국,Noun,동방신기(TVXQ!),2
발자국,Noun,방탄소년단,4
발자국,Noun,빅뱅,5
발자국,Noun,세븐틴,4
발자국,Noun,슈퍼주니어,1
발자국,Noun,엑소,3
발자욱,Noun,동방신기,1
발전,Noun,방탄소년단,1
발짝,Noun,동방신기(TVXQ!),1
발짝,Noun,레드벨벳,1
발짝,Noun,빅뱅,1
발짝,Noun,슈퍼주니어,3
발톱,Noun,엑소,1
밝게,Verb,2NE1,1
밝게,Verb,동방신기,4
밝게,Verb,동방신기(TVXQ!),2
밝게,Verb,레드벨벳,1
밝게,Verb,방탄소년단,5
밝게,Verb,세븐틴,4
밝게,Verb,슈퍼주니어,1
밝게,Verb,엑소,1
밝고,Verb,방탄소년단,1
밝다,Verb,빅뱅,1
밝아,Verb,TWICE,1
밝아,Verb,동방신기,1
밝아,Verb,슈퍼주니어,2
밝아,Verb,엑소,1
밝아서,Verb,슈퍼주니어,1
밝아오는,Verb,엑소,1
밝아와,Verb,동방신기(TVXQ!),1
밝아와,Verb,엑소,1
밝아와도,Verb,빅뱅,2
밝아지는,Verb,레드벨벳,1
밝아진,Verb,엑소,1
밝아질수록,Verb,BLACKPINK,1
밝았었던,Verb,레드벨벳,1
밝으면,Verb,세븐틴,1
밝은,Verb,BLACKPINK,1
밝은,Verb,동방신기(TVXQ!),2
밝은,Verb,방탄소년단,2
밝은,Verb,세븐틴,4
밝은,Verb,소녀시대,1
밝은,Verb,엑소,7
밝혀,Verb,TWICE,3
밝혀,Verb,동방신기(TVXQ!),1
밝혀,Verb,레드벨벳,1
밝혀,Verb,방탄소년단,1
밝혀,Verb,세븐틴,3
밝혀,Verb,슈퍼주니어,2
밝혀,Verb,엑소,1
밝혀주는,Verb,TWICE,3
밝혀주는,Verb,동방신기,3
밝혀주는,Verb,방탄소년단,2
밝혀주는,Verb,슈퍼주니어,1
밝혀줄,Verb,엑소,1
밝혀줄께,Verb,동방신기(TVXQ!),2
밝혀줄래,Verb,소녀시대,1
밝혀줘,Verb,레드벨벳,3
밝혀줘,Verb,세븐틴,1
밝혀줘요,Verb,소녀시대,1
밝혔다,Verb,엑소,1
밝히게,Verb,세븐틴,1
밝히는,Verb,방탄소년단,1
밝히지,Verb,2NE1,1
밝힐,Verb,세븐틴,1
밟,Verb,동방신기,1
밟,Verb,원더걸스,1
밟고,Verb,방탄소년단,1
밟고,Verb,슈퍼주니어,1
밟는,Verb,방탄소년단,1
밟는,Verb,엑소,1
밟아,Verb,레드벨벳,3
밟아,Verb,방탄소년단,5
밟아,Verb,세븐틴,3
밟아,Verb,소녀시대,1
밟아,Verb,슈퍼주니어,2
밟아,Verb,원더걸스,1
밟아야,Verb,방탄소년단,2
밟아야,Verb,세븐틴,1
밟아줘,Verb,방탄소년단,1
밟았으,Verb,방탄소년단,1
밟지,Verb,방탄소년단,1
밟히는,Verb,슈퍼주니어,1
밟힌,Noun,슈퍼주니어,1
밤,Noun,2NE1,23
밤,Noun,BLACKPINK,20
밤,Noun,TWICE,47
밤,Noun,동방신기,9
밤,Noun,동방신기(TVXQ!),29
밤,Noun,레드벨벳,71
밤,Noun,방탄소년단,52
밤,Noun,빅뱅,59
밤,Noun,세븐틴,28
밤,Noun,소녀시대,23
밤,Noun,슈퍼주니어,91
밤,Noun,엑소,99
밤,Noun,원더걸스,21
밤낮,Noun,2NE1,1
밤낮,Noun,세븐틴,1
밤낮없이,Noun,슈퍼주니어,1
밤새,Noun,TWICE,1
밤새,Noun,동방신기(TVXQ!),2
밤새,Noun,레드벨벳,5
밤새,Noun,방탄소년단,7
밤새,Noun,빅뱅,5
밤새,Noun,세븐틴,4
밤새,Noun,소녀시대,3
밤새,Noun,슈퍼주니어,8
밤새,Noun,엑소,10
밤새,Noun,원더걸스,2
밤새도록,Verb,TWICE,2
밤새도록,Verb,레드벨벳,2
밤새도록,Verb,방탄소년단,2
밤새도록,Verb,빅뱅,1
밤새도록,Verb,소녀시대,4
밤새도록,Verb,슈퍼주니어,2
밤새도록,Verb,엑소,1
밤새서,Verb,세븐틴,1
밤새운,Verb,빅뱅,4
밤새울,Verb,TWICE,1
밤새울까,Verb,빅뱅,1
밤새워,Verb,동방신기(TVXQ!),1
밤새워,Verb,빅뱅,2
밤샌,Verb,빅뱅,1
밤샐,Verb,레드벨벳,1
밤중,Noun,방탄소년단,1
밤하늘,Noun,TWICE,3
밤하늘,Noun,동방신기,4
밤하늘,Noun,레드벨벳,1
밤하늘,Noun,방탄소년단,1
밤하늘,Noun,빅뱅,1
밤하늘,Noun,세븐틴,2
밤하늘,Noun,소녀시대,1
밤하늘,Noun,슈퍼주니어,1
밤하늘,Noun,엑소,3
밥,Noun,TWICE,1
밥,Noun,방탄소년단,7
밥,Noun,빅뱅,2
밥,Noun,세븐틴,3
밥,Noun,소녀시대,3
밥,Noun,슈퍼주니어,2
밥,Noun,엑소,1
밥알,Noun,방탄소년단,1
방,Noun,BLACKPINK,2
방,Noun,TWICE,2
방,Noun,동방신기,1
방,Noun,동방신기(TVXQ!),3
방,Noun,레드벨벳,5
방,Noun,방탄소년단,33
방,Noun,빅뱅,1
방,Noun,세븐틴,4
방,Noun,슈퍼주니어,4
방,Noun,엑소,2
방,Noun,원더걸스,1
방금,Noun,BLACKPINK,1
방금,Noun,TWICE,10
방금,Noun,레드벨벳,1
방금,Noun,방탄소년단,7
방금,Noun,세븐틴,1
방금,Noun,슈퍼주니어,1
방랑자,Noun,동방신기,1
방랑자,Noun,빅뱅,1
방문,Noun,세븐틴,1
방방,Adverb,방탄소년단,1
방법,Noun,TWICE,2
방법,Noun,레드벨벳,1
방법,Noun,방탄소년단,4
방법,Noun,빅뱅,1
방법,Noun,세븐틴,3
방서,Noun,방탄소년단,1
방송,Noun,방탄소년단,1
방송,Noun,빅뱅,1
방식,Noun,동방신기(TVXQ!),2
방식,Noun,레드벨벳,1
방식,Noun,방탄소년단,1
방식,Noun,소녀시대,2
방식,Noun,슈퍼주니어,3
방실,Adverb,슈퍼주니어,1
방심,Noun,세븐틴,1
방심하다간,Adjective,TWICE,3
방심하지,Adjective,TWICE,2
방심하지마,Adjective,빅뱅,1
방심한,Adjective,TWICE,1
방심한,Adjective,레드벨벳,1
방심한,Adjective,엑소,2
방심했고,Adjective,슈퍼주니어,1
방아쇠,Noun,2NE1,1
방아쇠,Noun,BLACKPINK,1
방아쇠,Noun,방탄소년단,4
방아쇠,Noun,빅뱅,1
방안,Noun,동방신기(TVXQ!),1
방안,Noun,빅뱅,1
방안,Noun,소녀시대,1
방안,Noun,슈퍼주니어,1
방안,Noun,엑소,1
방안,Noun,원더걸스,1
방울,Noun,2NE1,1
방울,Noun,레드벨벳,1
방울,Noun,세븐틴,1
방울,Noun,슈퍼주니어,9
방울,Noun,엑소,2
방울방울,Noun,TWICE,1
방이,Noun,레드벨벳,1
방이,Noun,방탄소년단,4
방이,Noun,원더걸스,1
방정식,Noun,방탄소년단,1
방치,Noun,방탄소년단,1
방탄,Noun,방탄소년단,36
방탄소년단,Noun,방탄소년단,9
방패,Noun,동방신기(TVXQ!),1
방학,Noun,방탄소년단,1
방해,Noun,2NE1,1
방해,Noun,소녀시대,1
방해,Noun,슈퍼주니어,2
방해,Noun,원더걸스,2
방향,Noun,방탄소년단,2
방향,Noun,세븐틴,1
방향,Noun,엑소,1
방향키,Noun,세븐틴,3
방화벽,Noun,세븐틴,1
방황,Noun,동방신기,1
방황,Noun,방탄소년단,5
방황,Noun,빅뱅,7
방황,Noun,세븐틴,1
방황,Noun,소녀시대,1
방황,Noun,슈퍼주니어,2
방황,Noun,엑소,4
밭,Noun,방탄소년단,1
밭,Noun,빅뱅,1
배,Noun,BLACKPINK,1
배,Noun,TWICE,1
배,Noun,방탄소년단,9
배,Noun,세븐틴,2
배,Noun,슈퍼주니어,1
배,Noun,엑소,1
배경,Noun,TWICE,2
배경,Noun,방탄소년단,2
배고프면,Adjective,세븐틴,1
배고픈,Adjective,엑소,1
배고픔에,Adjective,동방신기,1
배길,Verb,빅뱅,1
배낭,Noun,동방신기,1
배는,Verb,TWICE,1
배는,Verb,방탄소년단,1
배는,Verb,세븐틴,1
배는,Verb,원더걸스,1
배달,Noun,방탄소년단,1
배려,Noun,TWICE,1
배려,Noun,동방신기,2
배려,Noun,빅뱅,1
배려,Noun,세븐틴,1
배려,Noun,소녀시대,3
배려,Noun,슈퍼주니어,1
배려,Noun,엑소,2
배려,Noun,원더걸스,1
배배,Noun,TWICE,1
배배,Noun,방탄소년단,2
배배,Noun,세븐틴,1
배배,Noun,슈퍼주니어,5
배부른,Adjective,빅뱅,1
배불렀지,Adjective,방탄소년단,1
배시시,Adverb,레드벨벳,3
배신,Noun,2NE1,1
배신,Noun,빅뱅,1
배신,Noun,소녀시대,2
배신,Noun,슈퍼주니어,1
배운,Verb,레드벨벳,1
배운,Verb,세븐틴,1
배운,Verb,원더걸스,1
배울,Verb,방탄소년단,1
배울수도,Verb,동방신기,1
배워,Verb,TWICE,1
배워,Verb,방탄소년단,3
배워,Verb,슈퍼주니어,1
배워가며,Verb,엑소,5
배워서,Verb,원더걸스,1
배워요,Verb,레드벨벳,1
배웠네,Verb,원더걸스,1
배웠다,Verb,방탄소년단,1
배제,Noun,방탄소년단,1
배탈,Noun,원더걸스,1
배터리,Noun,TWICE,1
배터리,Noun,방탄소년단,1
배터리,Noun,세븐틴,1
배터리,Noun,슈퍼주니어,2
배트,Noun,세븐틴,1
배팅,Noun,엑소,1
백,Modifier,동방신기,1
백,Modifier,레드벨벳,1
백,Modifier,방탄소년단,1
백,Modifier,빅뱅,2
백,Modifier,세븐틴,1
백,Modifier,엑소,1
백,Noun,BLACKPINK,2
백,Noun,방탄소년단,2
백,Noun,빅뱅,1
백,Noun,세븐틴,1
백,Noun,소녀시대,1
백,Noun,슈퍼주니어,4
백,Noun,엑소,2
백,Suffix,동방신기(TVXQ!),1
백기,Noun,세븐틴,1
백기,Noun,원더걸스,1
백마,Noun,소녀시대,2
백만,Noun,방탄소년단,1
백백,Noun,방탄소년단,1
백설공주,Noun,소녀시대,1
백수,Noun,방탄소년단,1
백수,Noun,슈퍼주니어,1
백야,Noun,소녀시대,2
백야,Noun,슈퍼주니어,1
백옥,Noun,방탄소년단,1
백원,Noun,빅뱅,1
백이,Noun,방탄소년단,2
백인,Noun,슈퍼주니어,1
백지,Noun,방탄소년단,3
백초,Noun,동방신기(TVXQ!),1
백팔번뇌,Noun,방탄소년단,1
백해,Noun,엑소,1
밴,Verb,방탄소년단,1
밴,Verb,세븐틴,1
밴,Verb,엑소,1
밴드,Noun,레드벨벳,1
뱀,Noun,동방신기,1
뱁새,Noun,방탄소년단,17
뱃머릴,Noun,엑소,1
뱃속,Noun,방탄소년단,1
뱅뱅,Noun,TWICE,1
뱉게,Verb,엑소,2
뱉고,Verb,슈퍼주니어,1
뱉다,Verb,세븐틴,1
뱉어,Verb,빅뱅,1
뱉어,Verb,소녀시대,6
뱉어,Verb,슈퍼주니어,1
뱉어,Verb,엑소,1
뱉어내는,Verb,세븐틴,2
뱉어내는,Verb,슈퍼주니어,1
뱉어도,Verb,슈퍼주니어,1
뱉어야,Verb,BLACKPINK,1
뱉으며,Verb,동방신기(TVXQ!),1
뱉은,Verb,BLACKPINK,1
뱉은,Verb,TWICE,1
뱉은,Verb,엑소,1
버,Noun,방탄소년단,2
버거운,Noun,TWICE,1
버거운,Noun,세븐틴,1
버거워,Adjective,TWICE,1
버거워져,Adjective,TWICE,1
버겁기만,Adjective,동방신기(TVXQ!),1
버겁네,Adjective,방탄소년단,1
버러,Noun,방탄소년단,1
버럭,Noun,방탄소년단,1
버려,Verb,2NE1,1
버려,Verb,TWICE,14
버려,Verb,동방신기,3
버려,Verb,동방신기(TVXQ!),4
버려,Verb,레드벨벳,2
버려,Verb,방탄소년단,14
버려,Verb,빅뱅,6
버려,Verb,세븐틴,5
버려,Verb,소녀시대,8
버려,Verb,슈퍼주니어,37
버려,Verb,엑소,28
버려,Verb,원더걸스,28
버려놓고,Verb,빅뱅,1
버려도,Verb,동방신기,2
버려도,Verb,방탄소년단,2
버려도,Verb,빅뱅,1
버려도,Verb,소녀시대,2
버려도,Verb,슈퍼주니어,2
버려서,Verb,동방신기,1
버려야,Verb,소녀시대,1
버려요,Verb,동방신기,1
버려요,Verb,동방신기(TVXQ!),3
버려요,Verb,방탄소년단,1
버려요,Verb,엑소,3
버려줄,Verb,BLACKPINK,2
버려지네,Verb,방탄소년단,1
버려진,Noun,동방신기,1
버려진,Noun,방탄소년단,2
버려진,Noun,빅뱅,4
버렸고,Verb,동방신기,1
버렸고,Verb,동방신기(TVXQ!),1
버렸고,Verb,방탄소년단,1
버렸고,Verb,빅뱅,2
버렸고,Verb,슈퍼주니어,1
버렸구만,Verb,방탄소년단,1
버렸나,Verb,2NE1,1
버렸나,Verb,TWICE,2
버렸나,Verb,방탄소년단,2
버렸나,Verb,엑소,1
버렸네,Verb,방탄소년단,3
버렸네,Verb,세븐틴,1
버렸네,Verb,슈퍼주니어,4
버렸는,Verb,방탄소년단,1
버렸는걸,Verb,BLACKPINK,1
버렸는데,Verb,슈퍼주니어,1
버렸니,Verb,빅뱅,3
버렸니,Verb,소녀시대,2
버렸니,Verb,엑소,3
버렸다,Verb,동방신기,1
버렸다,Verb,동방신기(TVXQ!),4
버렸다고,Verb,TWICE,3
버렸단,Verb,레드벨벳,1
버렸대,Verb,슈퍼주니어,1
버렸던,Verb,동방신기,1
버렸던,Verb,소녀시대,1
버렸던,Verb,엑소,1
버렸어,Verb,TWICE,3
버렸어,Verb,동방신기,3
버렸어,Verb,동방신기(TVXQ!),4
버렸어,Verb,레드벨벳,8
버렸어,Verb,방탄소년단,5
버렸어,Verb,빅뱅,10
버렸어,Verb,세븐틴,1
버렸어,Verb,소녀시대,2
버렸어,Verb,슈퍼주니어,13
버렸어,Verb,엑소,1
버렸어,Verb,원더걸스,11
버렸어요,Verb,슈퍼주니어,1
버렸으니까,Verb,TWICE,2
버렸으면,Verb,동방신기,1
버렸으면,Verb,빅뱅,1
버렸을,Verb,동방신기,1
버렸을까,Verb,세븐틴,2
버렸을지,Verb,동방신기,1
버렸음,Verb,엑소,1
버렸잖아,Verb,방탄소년단,1
버렸죠,Verb,소녀시대,3
버렸죠,Verb,엑소,1
버렸지,Verb,레드벨벳,1
버렸지,Verb,방탄소년단,2
버렸지,Verb,슈퍼주니어,1
버렸지만,Verb,TWICE,1
버렸지만,Verb,방탄소년단,1
버렸지만,Verb,빅뱅,1
버렸지만,Verb,슈퍼주니어,1
버릇,Noun,동방신기,1
버릇,Noun,레드벨벳,1
버릇,Noun,빅뱅,2
버릇,Noun,세븐틴,3
버릇,Noun,소녀시대,1
버릇,Noun,엑소,1
버리,Verb,동방신기(TVXQ!),1
버리,Verb,방탄소년단,1
버리,Verb,슈퍼주니어,1
버리게,Verb,BLACKPINK,1
버리게,Verb,TWICE,2
버리게,Verb,레드벨벳,3
버리게,Verb,방탄소년단,1
버리게,Verb,소녀시대,1
버리겠다,Verb,동방신기,1
버리겠어,Verb,빅뱅,1
버리겠어,Verb,슈퍼주니어,2
버리겠으니까,Verb,빅뱅,1
버리고,Verb,2NE1,12
버리고,Verb,BLACKPINK,4
버리고,Verb,TWICE,1
버리고,Verb,동방신기,3
버리고,Verb,동방신기(TVXQ!),1
버리고,Verb,레드벨벳,1
버리고,Verb,방탄소년단,3
버리고,Verb,빅뱅,3
버리고,Verb,세븐틴,1
버리고,Verb,소녀시대,2
버리고,Verb,슈퍼주니어,15
버리고,Verb,엑소,1
버리고,Verb,원더걸스,3
버리고만,Verb,엑소,1
버리고서,Verb,슈퍼주니어,1
버리기,Verb,TWICE,2
버리기,Verb,동방신기,2
버리기,Verb,동방신기(TVXQ!),3
버리기,Verb,레드벨벳,1
버리길,Verb,TWICE,1
버리는,Verb,TWICE,7
버리는,Verb,동방신기,1
버리는,Verb,동방신기(TVXQ!),1
버리는,Verb,레드벨벳,1
버리는,Verb,방탄소년단,3
버리는,Verb,세븐틴,2
버리는,Verb,슈퍼주니어,1
버리는,Verb,엑소,1
버리는게,Verb,엑소,1
버리는데,Verb,세븐틴,1
버리는지,Verb,방탄소년단,1
버리니,Verb,동방신기,1
버리니까,Verb,엑소,2
버리도록,Verb,방탄소년단,2
버리든,Verb,방탄소년단,1
버리면,Verb,TWICE,3
버리면,Verb,동방신기,3
버리면,Verb,레드벨벳,1
버리면,Verb,방탄소년단,1
버리면,Verb,빅뱅,3
버리면,Verb,세븐틴,1
버리면,Verb,슈퍼주니어,2
버리자,Verb,소녀시대,9
버리자,Verb,엑소,1
버리잖아요,Verb,슈퍼주니어,1
버리죠,Verb,레드벨벳,1
버리지,Verb,2NE1,3
버리지,Verb,동방신기,1
버리지,Verb,동방신기(TVXQ!),1
버리지,Verb,레드벨벳,1
버리지,Verb,방탄소년단,2
버리지,Verb,빅뱅,1
버리지마,Verb,빅뱅,1
버리지마,Verb,슈퍼주니어,1
버리지만,Verb,엑소,1
버리진,Verb,동방신기,1
버리한,Verb,2NE1,1
버린,Verb,2NE1,7
버린,Verb,BLACKPINK,4
버린,Verb,TWICE,10
버린,Verb,동방신기,15
버린,Verb,동방신기(TVXQ!),28
버린,Verb,레드벨벳,15
버린,Verb,방탄소년단,25
버린,Verb,빅뱅,23
버린,Verb,세븐틴,13
버린,Verb,소녀시대,18
버린,Verb,슈퍼주니어,45
버린,Verb,엑소,46
버린,Verb,원더걸스,9
버린거지,Verb,원더걸스,1
버린건,Verb,슈퍼주니어,1
버린다,Verb,동방신기(TVXQ!),3
버린단,Verb,슈퍼주니어,1
버린지,Verb,레드벨벳,2
버릴,Verb,BLACKPINK,2
버릴,Verb,TWICE,14
버릴,Verb,동방신기,5
버릴,Verb,동방신기(TVXQ!),3
버릴,Verb,레드벨벳,12
버릴,Verb,방탄소년단,5
버릴,Verb,빅뱅,9
버릴,Verb,세븐틴,1
버릴,Verb,소녀시대,4
버릴,Verb,슈퍼주니어,6
버릴,Verb,엑소,8
버릴,Verb,원더걸스,3
버릴거야,Verb,방탄소년단,1
버릴거야,Verb,슈퍼주니어,1
버릴것,Verb,동방신기,1
버릴것,Verb,빅뱅,1
버릴것만,Verb,동방신기,1
버릴게,Verb,동방신기,1
버릴게,Verb,레드벨벳,2
버릴게,Verb,엑소,2
버릴까,Verb,TWICE,1
버릴까,Verb,동방신기(TVXQ!),1
버릴까,Verb,레드벨벳,2
버릴까,Verb,방탄소년단,1
버릴까,Verb,소녀시대,2
버릴까,Verb,슈퍼주니어,1
버릴까봐,Verb,원더걸스,1
버릴라,Verb,슈퍼주니어,1
버릴래,Verb,2NE1,1
버릴래,Verb,TWICE,1
버릴래,Verb,레드벨벳,2
버릴래,Verb,빅뱅,1
버릴수,Verb,동방신기,1
버릴줄이야,Verb,슈퍼주니어,1
버릴지,Verb,레드벨벳,1
버릴지,Verb,엑소,1
버릴지,Verb,원더걸스,3
버릴지도,Verb,TWICE,1
버릴지도,Verb,동방신기(TVXQ!),1
버릴지도,Verb,세븐틴,1
버릴지도,Verb,엑소,1
버벌,Noun,방탄소년단,1
버블,Noun,방탄소년단,1
버블,Noun,엑소,3
버스,Noun,방탄소년단,34
버스,Noun,세븐틴,1
버스정류장,Noun,세븐틴,1
버젓이,Adverb,엑소,1
버킷리스트,Noun,BLACKPINK,1
버터,Noun,슈퍼주니어,1
버텨,Verb,동방신기,1
버텨,Verb,방탄소년단,1
버텨,Verb,슈퍼주니어,3
버텨,Verb,엑소,1
버텨가,Verb,슈퍼주니어,1
버텨내고,Verb,동방신기(TVXQ!),1
버텼던,Verb,소녀시대,1
버튼,Noun,레드벨벳,2
버튼,Noun,방탄소년단,1
버티,Verb,방탄소년단,1
버티겠어,Verb,TWICE,1
버티고,Noun,방탄소년단,6
버티냐고,Verb,세븐틴,1
버티는,Verb,BLACKPINK,1
버티려,Verb,엑소,1
버티지,Verb,엑소,1
버틸,Verb,BLACKPINK,3
버틸,Verb,동방신기,1
버틸,Verb,동방신기(TVXQ!),2
버틸,Verb,방탄소년단,2
버틸,Verb,세븐틴,1
버틸,Verb,슈퍼주니어,5
버틸,Verb,엑소,1
버틸게,Verb,슈퍼주니어,3
버틸게,Verb,엑소,1
버팀목,Noun,방탄소년단,4
버팀목,Noun,빅뱅,1
버펄로,Noun,세븐틴,2
벅벅,Noun,방탄소년단,1
벅차,Adjective,방탄소년단,1
벅차,Adjective,세븐틴,1
벅차,Adjective,소녀시대,1
벅차,Adjective,엑소,1
벅차게,Adjective,TWICE,1
벅차게,Adjective,슈퍼주니어,1
벅차기만,Adjective,BLACKPINK,2
벅차는데,Adjective,동방신기(TVXQ!),1
벅차도록,Adjective,동방신기,1
벅차오르는,Adjective,레드벨벳,1
벅차올라,Adjective,세븐틴,1
벅차올라서,Adjective,TWICE,1
벅찬,Adjective,동방신기,5
벅찬,Adjective,세븐틴,1
벅찬,Adjective,소녀시대,5
벅찬,Adjective,슈퍼주니어,3
벅찼나,Adjective,원더걸스,1
번,Noun,2NE1,9
번,Noun,BLACKPINK,3
번,Noun,TWICE,50
번,Noun,동방신기,14
번,Noun,동방신기(TVXQ!),21
번,Noun,레드벨벳,13
번,Noun,방탄소년단,33
번,Noun,빅뱅,18
번,Noun,세븐틴,23
번,Noun,소녀시대,19
번,Noun,슈퍼주니어,55
번,Noun,엑소,58
번,Noun,원더걸스,28
번개,Noun,레드벨벳,3
