형태소,품사,가수,카운트
밀고,Noun,2NE1,1
밀고,Noun,TWICE,1
밀고,Noun,동방신기(TVXQ!),1
밀고,Noun,레드벨벳,2
밀고,Noun,빅뱅,1
밀고,Noun,소녀시대,3
밀고,Noun,슈퍼주니어,3
밀고,Noun,엑소,1
밀고,Noun,원더걸스,1
밀당,Noun,TWICE,2
밀당,Noun,방탄소년단,1
밀당,Noun,세븐틴,1
밀려,Verb,동방신기(TVXQ!),1
밀려,Verb,세븐틴,2
밀려,Verb,슈퍼주니어,1
밀려,Verb,엑소,3
밀려오네,Verb,레드벨벳,1
밀려오는,Verb,방탄소년단,1
밀려오는,Verb,엑소,1
밀려오듯,Verb,동방신기(TVXQ!),1
밀려온,Verb,방탄소년단,1
밀려온,Verb,엑소,1
밀려올,Verb,TWICE,1
밀려와,Verb,레드벨벳,1
밀려와,Verb,방탄소년단,1
밀려와,Verb,빅뱅,1
밀려와,Verb,세븐틴,1
밀려와,Verb,소녀시대,1
밀려와,Verb,슈퍼주니어,2
밀려와,Verb,엑소,2
밀려왔고,Verb,TWICE,1
밀려왔다,Verb,슈퍼주니어,3
밀렸다가,Verb,TWICE,1
밀렸어,Verb,세븐틴,1
밀리,Noun,엑소,1
밀리니,Verb,방탄소년단,1
밀린,Verb,빅뱅,1
밀림,Noun,레드벨벳,1
밀면,Noun,동방신기,1
밀면,Noun,레드벨벳,1
밀면,Noun,방탄소년단,1
밀면,Noun,빅뱅,1
밀면,Noun,슈퍼주니어,4
밀물,Noun,방탄소년단,1
밀물,Noun,엑소,1
밀실,Noun,엑소,1
밀어,Verb,TWICE,1
밀어,Verb,동방신기,2
밀어,Verb,방탄소년단,2
밀어,Verb,세븐틴,1
밀어,Verb,슈퍼주니어,14
밀어,Verb,엑소,2
밀어내,Verb,엑소,5
밀어내고,Verb,TWICE,1
밀어내고,Verb,방탄소년단,1
밀어내고,Verb,소녀시대,1
밀어내곤,Verb,세븐틴,1
밀어내는,Verb,원더걸스,1
밀어내도,Verb,TWICE,1
밀어내려,Verb,슈퍼주니어,1
밀어내려,Verb,엑소,1
밀어내려,Verb,원더걸스,2
밀어내려고,Verb,TWICE,3
밀어내려고,Verb,원더걸스,1
밀어내야,Verb,소녀시대,1
밀어내지마,Verb,소녀시대,2
밀어내진,Verb,방탄소년단,1
밀어도,Verb,엑소,1
밀어서,Verb,방탄소년단,8
밀었다,Verb,소녀시대,2
밀었지,Verb,빅뱅,1
밀었지,Verb,세븐틴,1
밀지,Noun,세븐틴,1
밀착,Noun,방탄소년단,1
밀착,Noun,세븐틴,1
밀착,Noun,슈퍼주니어,1
밀쳐내,Verb,방탄소년단,1
밀쳐내줘,Verb,방탄소년단,1
밀쳐도,Verb,TWICE,2
밀쳐도,Verb,원더걸스,1
밀치는,Verb,BLACKPINK,1
밉다,Adjective,방탄소년단,2
밉다,Adjective,빅뱅,2
밉지,Adjective,방탄소년단,1
밉지만,Adjective,2NE1,1
밉지만,Adjective,BLACKPINK,2
밉지만,Adjective,방탄소년단,2
밉진,Adjective,동방신기(TVXQ!),2
밉질,Adjective,원더걸스,2
밋밋한,Adjective,슈퍼주니어,1
밋밋해,Adjective,빅뱅,1
밑,Noun,TWICE,2
밑,Noun,동방신기(TVXQ!),4
밑,Noun,방탄소년단,6
밑,Noun,세븐틴,1
밑,Noun,슈퍼주니어,1
밑,Noun,엑소,1
밑그림,Noun,동방신기,2
밑바닥,Noun,방탄소년단,2
바,Noun,2NE1,5
바,Noun,TWICE,5
바,Noun,동방신기,5
바,Noun,동방신기(TVXQ!),4
바,Noun,레드벨벳,4
바,Noun,방탄소년단,19
바,Noun,빅뱅,8
바,Noun,세븐틴,6
바,Noun,소녀시대,15
바,Noun,슈퍼주니어,15
바,Noun,엑소,8
바,Noun,원더걸스,5
바가지,Noun,방탄소년단,1
바가지,Noun,슈퍼주니어,1
바구니,Noun,소녀시대,1
바깥,Noun,레드벨벳,2
바깥,Noun,방탄소년단,1
바꾸겠다고,Verb,슈퍼주니어,1
바꾸고,Verb,TWICE,2
바꾸기,Verb,방탄소년단,1
바꾸기도,Verb,방탄소년단,1
바꾸려고,Verb,슈퍼주니어,1
바꾸면,Verb,방탄소년단,1
바꾸면,Verb,엑소,3
바꾸지,Verb,방탄소년단,1
바꾸지,Verb,소녀시대,2
바꾼,Verb,소녀시대,2
바꾼,Verb,엑소,2
바꿀,Verb,동방신기,1
바꿀,Verb,동방신기(TVXQ!),2
바꿀,Verb,방탄소년단,1
바꿀,Verb,빅뱅,2
바꿀,Verb,슈퍼주니어,3
바꿀,Verb,엑소,3
바꿈,Noun,BLACKPINK,1
바꿔,Verb,2NE1,4
바꿔,Verb,동방신기,1
바꿔,Verb,방탄소년단,4
바꿔,Verb,빅뱅,5
바꿔,Verb,소녀시대,5
바꿔,Verb,슈퍼주니어,3
바꿔,Verb,엑소,3
바꿔,Verb,원더걸스,1
바꿔놓은,Verb,레드벨벳,1
바꿔놓을,Verb,방탄소년단,1
바꿔놨죠,Verb,레드벨벳,1
바꿔도,Verb,슈퍼주니어,1
바꿔라,Verb,방탄소년단,1
바꿔요,Verb,빅뱅,2
바꿔주나,Verb,레드벨벳,1
바꿔줄게요,Verb,레드벨벳,3
바꿨어,Verb,동방신기(TVXQ!),1
바꿨어,Verb,방탄소년단,1
바꿨잖아,Verb,방탄소년단,1
바꿨죠,Verb,엑소,1
바꿨지,Verb,방탄소년단,1
바뀌길,Verb,방탄소년단,1
바뀌나,Verb,소녀시대,2
바뀌는,Verb,동방신기,1
바뀌는,Verb,동방신기(TVXQ!),1
바뀌는,Verb,빅뱅,1
바뀌는,Verb,엑소,1
바뀌는가,Verb,동방신기(TVXQ!),3
바뀌듯,Verb,슈퍼주니어,1
바뀌어,Verb,세븐틴,2
바뀌어,Verb,엑소,6
바뀌어가도,Verb,BLACKPINK,2
바뀌어도,Verb,BLACKPINK,1
바뀌었어,Verb,소녀시대,1
바뀌지가,Verb,세븐틴,1
바뀐,Verb,방탄소년단,1
바뀐,Verb,엑소,1
바뀔,Verb,동방신기,1
바뀔지도,Verb,TWICE,2
바나나,Noun,원더걸스,2
바느질,Noun,방탄소년단,2
바늘,Noun,동방신기(TVXQ!),1
바늘,Noun,레드벨벳,1
바늘,Noun,빅뱅,1
바늘,Noun,슈퍼주니어,1
바다,Noun,2NE1,2
바다,Noun,TWICE,12
바다,Noun,동방신기,7
바다,Noun,동방신기(TVXQ!),3
바다,Noun,레드벨벳,10
바다,Noun,방탄소년단,24
바다,Noun,빅뱅,4
바다,Noun,세븐틴,10
바다,Noun,소녀시대,7
바다,Noun,슈퍼주니어,7
바다,Noun,엑소,8
바다로,Noun,동방신기(TVXQ!),1
바다로,Noun,레드벨벳,1
바다로,Noun,방탄소년단,2
바다로,Noun,슈퍼주니어,1
바닥,Noun,BLACKPINK,1
바닥,Noun,TWICE,1
바닥,Noun,동방신기,1
바닥,Noun,방탄소년단,5
바닥,Noun,빅뱅,1
바닥,Noun,세븐틴,1
바닥,Noun,슈퍼주니어,2
바닥난,Verb,엑소,1
바달,Noun,슈퍼주니어,2
바닷가,Noun,레드벨벳,2
바닷가,Noun,빅뱅,1
바둥,Noun,방탄소년단,2
바디,Noun,방탄소년단,1
바라,Verb,TWICE,15
바라,Verb,동방신기(TVXQ!),5
바라,Verb,레드벨벳,6
바라,Verb,세븐틴,4
바라,Verb,소녀시대,2
바라,Verb,슈퍼주니어,1
바라,Verb,엑소,3
바라게,Verb,세븐틴,1
바라고,Verb,빅뱅,1
바라고,Verb,세븐틴,3
바라고,Verb,슈퍼주니어,3
바라고,Verb,엑소,2
바라는,Verb,BLACKPINK,4
바라는,Verb,TWICE,1
바라는,Verb,빅뱅,2
바라는,Verb,세븐틴,3
바라는,Verb,소녀시대,2
바라는,Verb,슈퍼주니어,3
바라는,Verb,엑소,1
바라는,Verb,원더걸스,5
바라는걸,Verb,원더걸스,1
바라는데,Verb,소녀시대,2
바라던,Verb,2NE1,1
바라던,Verb,TWICE,1
바라던,Verb,동방신기,2
바라던,Verb,레드벨벳,1
바라던,Verb,방탄소년단,1
바라던,Verb,세븐틴,3
바라던,Verb,원더걸스,1
바라만,Verb,레드벨벳,1
바라만,Verb,방탄소년단,2
바라만,Verb,소녀시대,1
바라만,Verb,슈퍼주니어,1
바라만,Verb,원더걸스,1
바라면,Verb,세븐틴,1
바라보게,Verb,빅뱅,1
바라보게,Verb,슈퍼주니어,1
바라보게,Verb,엑소,1
바라보겠어,Verb,방탄소년단,1
바라보고,Verb,2NE1,1
바라보고,Verb,BLACKPINK,2
바라보고,Verb,TWICE,1
바라보고,Verb,동방신기(TVXQ!),4
바라보고,Verb,빅뱅,1
바라보고,Verb,세븐틴,1
바라보고,Verb,소녀시대,1
바라보고,Verb,슈퍼주니어,4
바라보고,Verb,엑소,5
바라보고,Verb,원더걸스,1
바라보고만,Verb,2NE1,1
바라보고만,Verb,레드벨벳,1
바라보기,Verb,소녀시대,1
바라보기만,Verb,동방신기,1
바라보기만,Verb,방탄소년단,1
바라보기만,Verb,슈퍼주니어,1
바라보기만,Verb,원더걸스,1
바라보기조차,Verb,TWICE,1
바라보길,Verb,원더걸스,1
바라보네,Verb,빅뱅,1
바라보네,Verb,슈퍼주니어,1
바라보네,Verb,엑소,1
바라보네요,Verb,소녀시대,1
바라보는,Verb,TWICE,2
바라보는,Verb,동방신기,4
바라보는,Verb,동방신기(TVXQ!),3
바라보는,Verb,레드벨벳,1
바라보는,Verb,방탄소년단,1
바라보는,Verb,빅뱅,7
바라보는,Verb,세븐틴,4
바라보는,Verb,소녀시대,3
바라보는,Verb,슈퍼주니어,8
바라보는,Verb,엑소,7
바라보는걸,Verb,동방신기,1
바라보는데,Verb,소녀시대,1
바라보니,Verb,빅뱅,2
바라보니까,Verb,세븐틴,1
바라보다,Verb,동방신기,2
바라보다,Verb,빅뱅,2
바라보다,Verb,엑소,1
바라보다가,Verb,세븐틴,1
바라보다가,Verb,원더걸스,1
바라보던,Verb,TWICE,1
바라보던,Verb,동방신기(TVXQ!),1
바라보던,Verb,소녀시대,2
바라보며,Verb,BLACKPINK,1
바라보며,Verb,TWICE,1
바라보며,Verb,레드벨벳,1
바라보며,Verb,방탄소년단,2
바라보며,Verb,세븐틴,1
바라보며,Verb,슈퍼주니어,6
바라보며,Verb,엑소,3
바라보며,Verb,원더걸스,1
바라보면,Verb,TWICE,1
바라보면,Verb,동방신기,1
바라보면,Verb,소녀시대,4
바라보면,Verb,슈퍼주니어,2
바라보면,Verb,엑소,1
바라보면서,Verb,TWICE,1
바라보면서,Verb,방탄소년단,1
바라보면서,Verb,슈퍼주니어,2
바라보면서,Verb,엑소,1
바라보시며,Verb,슈퍼주니어,1
바라보잖아,Verb,동방신기,1
바라보잖아,Verb,엑소,2
바라보지,Verb,방탄소년단,1
바라보지마는,Verb,원더걸스,1
바라보지만,Verb,동방신기,1
바라보지만,Verb,엑소,3
바라본,Verb,동방신기(TVXQ!),2
바라본,Verb,레드벨벳,1
바라본,Verb,방탄소년단,1
바라본,Verb,슈퍼주니어,1
바라본,Verb,원더걸스,1
바라본건,Verb,엑소,3
바라본다,Verb,빅뱅,4
바라본다,Verb,엑소,3
바라본다고,Verb,슈퍼주니어,3
바라본다면,Verb,동방신기,1
바라볼,Verb,TWICE,2
바라볼,Verb,동방신기,4
바라볼,Verb,레드벨벳,1
바라볼,Verb,방탄소년단,2
바라볼,Verb,빅뱅,1
바라볼,Verb,소녀시대,2
바라볼,Verb,슈퍼주니어,5
바라볼,Verb,엑소,2
바라볼,Verb,원더걸스,1
바라볼게,Verb,원더걸스,1
바라볼까,Verb,세븐틴,1
바라볼까봐,Verb,동방신기,1
바라볼수록,Verb,엑소,3
바라볼수록,Verb,원더걸스,1
바라봄,Noun,BLACKPINK,1
바라봐,Verb,2NE1,1
바라봐,Verb,TWICE,34
바라봐,Verb,동방신기,2
바라봐,Verb,동방신기(TVXQ!),3
바라봐,Verb,레드벨벳,5
바라봐,Verb,소녀시대,1
바라봐,Verb,슈퍼주니어,3
바라봐,Verb,엑소,2
바라봐,Verb,원더걸스,2
바라봐도,Verb,엑소,1
바라봐라,Verb,TWICE,3
바라봐라,Verb,슈퍼주니어,3
바라봐야,Verb,엑소,1
바라봐요,Verb,2NE1,2
바라봐요,Verb,빅뱅,2
바라봐요,Verb,소녀시대,3
바라봐주기,Verb,빅뱅,1
바라봐줄래,Verb,TWICE,1
바라봐줘,Verb,TWICE,2
바라봐질,Verb,세븐틴,1
바라봤던,Verb,슈퍼주니어,4
바라봤어,Verb,동방신기(TVXQ!),1
바라봤어,Verb,세븐틴,1
바라봤어,Verb,엑소,2
바라봤자,Verb,레드벨벳,1
바라시는,Verb,소녀시대,1
바라야,Verb,세븐틴,2
바라죠,Verb,동방신기,3
바라죠,Verb,슈퍼주니어,1
바라지,Noun,TWICE,1
바라지,Noun,동방신기(TVXQ!),2
바라지,Noun,빅뱅,1
바라지,Noun,소녀시대,1
바라지는,Verb,2NE1,4
바라지는,Verb,엑소,1
바라지마,Verb,방탄소년단,1
바라지마,Verb,빅뱅,1
바락바락,Noun,빅뱅,2
바란,Noun,레드벨벳,3
바란,Noun,방탄소년단,5
바란,Noun,빅뱅,1
바란,Noun,슈퍼주니어,1
바란다면,Verb,빅뱅,1
바란다면,Verb,엑소,1
바란듯,Verb,동방신기(TVXQ!),1
바랄,Verb,동방신기,2
바랄,Verb,레드벨벳,1
바랄,Verb,방탄소년단,2
바랄,Verb,슈퍼주니어,3
바랄,Verb,엑소,2
바랄것도,Verb,슈퍼주니어,2
바랄게,Verb,동방신기,1
바랄게,Verb,동방신기(TVXQ!),1
바랄게,Verb,빅뱅,1
바랄게,Verb,세븐틴,1
바랄게,Verb,엑소,2
바랄게,Verb,원더걸스,2
바람,Noun,2NE1,1
바람,Noun,BLACKPINK,3
바람,Noun,TWICE,6
바람,Noun,동방신기,10
바람,Noun,동방신기(TVXQ!),13
바람,Noun,레드벨벳,23
바람,Noun,방탄소년단,27
바람,Noun,빅뱅,8
바람,Noun,세븐틴,21
바람,Noun,소녀시대,9
바람,Noun,슈퍼주니어,19
바람,Noun,엑소,25
바람,Noun,원더걸스,1
바람개비,Noun,세븐틴,1
바람결,Noun,TWICE,1
바람결,Noun,동방신기(TVXQ!),1
바람결,Noun,레드벨벳,1
바람결,Noun,소녀시대,1
바람결,Noun,슈퍼주니어,1
바람결,Noun,엑소,1
바람둥이,Noun,빅뱅,1
바람둥이,Noun,소녀시대,1
바람소리,Noun,레드벨벳,3
바랐는데,Verb,세븐틴,1
바랐던,Verb,소녀시대,1
바랐던,Verb,엑소,1
바랜,Noun,엑소,1
바램,Noun,동방신기,2
바램,Noun,동방신기(TVXQ!),1
바램,Noun,방탄소년단,2
바램,Noun,빅뱅,1
바램,Noun,세븐틴,2
바램,Noun,소녀시대,4
바램,Noun,슈퍼주니어,3
바램일,Noun,원더걸스,1
바랬,Noun,동방신기,1
바랬,Noun,동방신기(TVXQ!),1
바랬,Noun,소녀시대,1
바랬는,Noun,빅뱅,1
바랬다,Noun,동방신기(TVXQ!),2
바랬던,Noun,방탄소년단,2
바랬던,Noun,빅뱅,2
바랬던,Noun,슈퍼주니어,3
바랬던,Noun,엑소,1
바로,Noun,BLACKPINK,1
바로,Noun,TWICE,17
바로,Noun,동방신기,8
바로,Noun,동방신기(TVXQ!),16
바로,Noun,레드벨벳,17
바로,Noun,방탄소년단,19
바로,Noun,빅뱅,6
바로,Noun,세븐틴,9
바로,Noun,소녀시대,26
바로,Noun,슈퍼주니어,33
바로,Noun,엑소,13
바로,Noun,원더걸스,2
바로잡을,Verb,동방신기,1
바로잡을,Verb,동방신기(TVXQ!),2
바른,Modifier,빅뱅,1
바른,Verb,TWICE,1
바른,Verb,동방신기(TVXQ!),1
바를,Verb,소녀시대,1
바름,Noun,BLACKPINK,1
바리,Noun,방탄소년단,1
바바,Noun,빅뱅,1
바바바,Noun,빅뱅,1
바벨,Noun,동방신기(TVXQ!),1
바보,Noun,2NE1,13
바보,Noun,BLACKPINK,3
바보,Noun,TWICE,24
바보,Noun,동방신기,8
바보,Noun,동방신기(TVXQ!),16
바보,Noun,레드벨벳,12
바보,Noun,방탄소년단,13
바보,Noun,빅뱅,19
바보,Noun,세븐틴,6
바보,Noun,소녀시대,21
바보,Noun,슈퍼주니어,25
바보,Noun,엑소,9
바보,Noun,원더걸스,16
바비,Noun,2NE1,1
바비,Noun,빅뱅,1
바빠,Adjective,2NE1,33
바빠,Adjective,TWICE,1
바빠,Adjective,레드벨벳,1
바빠,Adjective,방탄소년단,3
바빠,Adjective,세븐틴,5
바빠,Adjective,소녀시대,1
바빠,Adjective,원더걸스,1
바빠도,Adjective,세븐틴,1
바빠해,Adjective,세븐틴,2
바빴지,Adjective,동방신기(TVXQ!),1
바뻐,Adjective,빅뱅,1
바쁘게,Adjective,TWICE,1
바쁘게,Adjective,세븐틴,5
바쁘게,Adjective,소녀시대,1
바쁘겠지,Adjective,방탄소년단,1
바쁘고,Adjective,레드벨벳,1
바쁘고,Adjective,방탄소년단,1
바쁘네,Adjective,세븐틴,2
바쁘니까,Adjective,레드벨벳,1
바쁘다,Adjective,TWICE,1
바쁘다고,Adjective,2NE1,1
바쁘다는,Adjective,빅뱅,1
바쁘다니,Adjective,원더걸스,1
바쁘다며,Adjective,빅뱅,1
바쁘다며,Adjective,원더걸스,1
바쁘던,Adjective,TWICE,1
바쁘지,Adjective,원더걸스,1
바쁜,Adjective,2NE1,1
바쁜,Adjective,TWICE,2
바쁜,Adjective,레드벨벳,2
바쁜,Adjective,빅뱅,1
바쁜,Adjective,세븐틴,2
바쁜,Adjective,소녀시대,5
바쁜,Adjective,슈퍼주니어,2
바쁜,Adjective,엑소,2
바삐,Noun,빅뱅,1
바사,Noun,방탄소년단,1
바삭,Noun,레드벨벳,1
바스라지는,Verb,방탄소년단,1
바스라질,Verb,방탄소년단,1
바스락,Noun,레드벨벳,1
바스러지지,Verb,엑소,2
바스러진,Verb,슈퍼주니어,2
바운스,Noun,방탄소년단,1
바위,Noun,엑소,1
바이오리듬,Noun,세븐틴,1
바이트,Noun,방탄소년단,1
바짝,Noun,TWICE,1
바짝,Noun,레드벨벳,5
바짝,Noun,빅뱅,2
바짝,Noun,세븐틴,3
바짝,Noun,소녀시대,3
바짝,Noun,슈퍼주니어,2
바쳐,Verb,슈퍼주니어,2
바쳐도,Verb,동방신기(TVXQ!),1
바쳐서,Verb,슈퍼주니어,1
바쳤는데,Verb,동방신기(TVXQ!),3
바쳤던,Verb,슈퍼주니어,2
바쳤어,Verb,슈퍼주니어,4
바치는,Verb,슈퍼주니어,1
바친,Verb,빅뱅,1
바친다면,Verb,슈퍼주니어,1
바칠,Verb,방탄소년단,1
바칠게,Verb,엑소,3
바퀴,Noun,슈퍼주니어,1
바텐더,Noun,빅뱅,1
바톤,Noun,세븐틴,1
바하,Noun,2NE1,1
박,Noun,방탄소년단,2
박고,Verb,동방신기(TVXQ!),1
박고,Verb,방탄소년단,3
박고,Verb,엑소,1
박던,Verb,슈퍼주니어,1
박동,Noun,TWICE,1
박동,Noun,방탄소년단,1
박살,Noun,방탄소년단,1
박수,Noun,2NE1,18
박수,Noun,방탄소년단,2
박수,Noun,세븐틴,10
박수,Noun,슈퍼주니어,1
박수갈채,Noun,방탄소년단,1
박수갈채,Noun,빅뱅,1
박자,Noun,2NE1,2
박자,Noun,TWICE,2
박자,Noun,동방신기(TVXQ!),1
박자,Noun,레드벨벳,1
박자,Noun,방탄소년단,2
박자,Noun,세븐틴,1
박자,Noun,슈퍼주니어,1
박자의,Verb,방탄소년단,1
박정수,Noun,슈퍼주니어,1
박지성,Noun,슈퍼주니어,1
박질,Verb,방탄소년단,1
박차고,Verb,슈퍼주니어,1
박차니,Verb,슈퍼주니어,1
박차면,Verb,BLACKPINK,1
박치,Noun,방탄소년단,1
박한,Adjective,엑소,1
박혀,Verb,동방신기,1
박혀,Verb,동방신기(TVXQ!),3
박혀,Verb,레드벨벳,1
박혀,Verb,세븐틴,1
박혀,Verb,슈퍼주니어,1
박혀,Verb,엑소,2
박혀있고,Verb,엑소,1
박혀있는,Verb,원더걸스,1
박혀있던,Verb,방탄소년단,1
박혀있지,Verb,방탄소년단,1
박혔나,Verb,슈퍼주니어,1
박혔어,Verb,슈퍼주니어,1
박혔어,Verb,원더걸스,1
박혔지,Verb,엑소,1
박힌,Verb,TWICE,2
박힌,Verb,동방신기,1
박힌,Verb,동방신기(TVXQ!),1
박힌,Verb,레드벨벳,1
박힌,Verb,방탄소년단,1
박힌,Verb,빅뱅,1
박힌,Verb,세븐틴,2
박힌,Verb,소녀시대,1
박힌,Verb,슈퍼주니어,2
박힌,Verb,엑소,2
밖,Noun,2NE1,3
밖,Noun,동방신기,2
밖,Noun,동방신기(TVXQ!),3
밖,Noun,레드벨벳,2
밖,Noun,방탄소년단,4
밖,Noun,세븐틴,5
밖,Noun,슈퍼주니어,8
밖,Noun,엑소,6
밖,Noun,원더걸스,1
밖에,Josa,2NE1,3
밖에,Josa,TWICE,4
밖에,Josa,동방신기,4
밖에,Josa,동방신기(TVXQ!),6
밖에,Josa,레드벨벳,1
밖에,Josa,방탄소년단,15
밖에,Josa,빅뱅,7
밖에,Josa,세븐틴,14
밖에,Josa,소녀시대,2
밖에,Josa,슈퍼주니어,16
밖에,Josa,엑소,9
밖에,Josa,원더걸스,4
밖에는,Josa,TWICE,1
밖에는,Josa,슈퍼주니어,1
밖에는,Josa,엑소,1
밖엔,Josa,동방신기,1
밖엔,Josa,동방신기(TVXQ!),1
밖엔,Josa,방탄소년단,6
밖엔,Josa,빅뱅,1
밖엔,Josa,슈퍼주니어,1
밖엔,Josa,엑소,1
반,Modifier,동방신기(TVXQ!),1
반,Modifier,레드벨벳,1
반,Modifier,방탄소년단,3
반,Modifier,빅뱅,1
반,Modifier,소녀시대,1
반,Modifier,슈퍼주니어,3
반,Modifier,엑소,1
반,Modifier,원더걸스,1
반,Noun,2NE1,7
반,Noun,동방신기,4
반,Noun,방탄소년단,2
반,Noun,빅뱅,7
반,Noun,소녀시대,7
반,Noun,원더걸스,4
반가운,Adjective,슈퍼주니어,1
반가워,Adjective,세븐틴,1
반갑게,Adjective,레드벨벳,4
반갑게,Adjective,방탄소년단,1
반갑지,Adjective,세븐틴,1
반겨주네,Verb,방탄소년단,1
반겨주는,Verb,방탄소년단,1
반겨줄,Verb,레드벨벳,1
반기,Noun,슈퍼주니어,1
반기겠지,Verb,2NE1,1
반기러,Verb,슈퍼주니어,1
반달,Noun,방탄소년단,1
반대,Noun,동방신기,3
반대,Noun,동방신기(TVXQ!),1
반대,Noun,레드벨벳,4
반대,Noun,방탄소년단,2
반대,Noun,세븐틴,5
반대,Noun,소녀시대,1
반대,Noun,슈퍼주니어,1
반대,Noun,엑소,2
반대,Noun,원더걸스,1
반대편,Noun,방탄소년단,3
반대편,Noun,세븐틴,1
반도,Noun,빅뱅,2
반도,Noun,세븐틴,2
반도,Noun,소녀시대,2
반도,Noun,원더걸스,2
반드시,Noun,2NE1,1
반드시,Noun,동방신기(TVXQ!),2
반드시,Noun,세븐틴,1
반드시,Noun,슈퍼주니어,1
반딧불,Noun,동방신기,1
반딧불,Noun,방탄소년단,1
반면,Noun,원더걸스,1
반바지,Noun,방탄소년단,2
반반하네,Adjective,방탄소년단,1
반복,Noun,2NE1,5
반복,Noun,BLACKPINK,1
반복,Noun,TWICE,6
반복,Noun,동방신기,4
반복,Noun,동방신기(TVXQ!),4
반복,Noun,레드벨벳,1
반복,Noun,방탄소년단,17
반복,Noun,빅뱅,8
반복,Noun,세븐틴,5
반복,Noun,소녀시대,7
반복,Noun,슈퍼주니어,4
반복,Noun,엑소,2
반복,Noun,원더걸스,4
반사,Noun,동방신기(TVXQ!),1
반성,Noun,레드벨벳,1
반성은,Noun,빅뱅,1
반올림,Noun,TWICE,1
반응,Noun,TWICE,4
반응,Noun,동방신기(TVXQ!),2
반응,Noun,레드벨벳,2
반응,Noun,방탄소년단,4
반응,Noun,세븐틴,3
반응,Noun,슈퍼주니어,1
반응,Noun,엑소,1
반응,Noun,원더걸스,2
반의,Noun,동방신기,2
반의,Noun,원더걸스,1
반작용,Noun,슈퍼주니어,1
반전,Noun,TWICE,3
반전,Noun,레드벨벳,1
반전,Noun,방탄소년단,1
반전,Noun,빅뱅,1
반전,Noun,엑소,1
반주,Noun,원더걸스,1
반지,Noun,빅뱅,1
반지,Noun,슈퍼주니어,4
반짝,Noun,레드벨벳,15
반짝,Noun,빅뱅,12
반짝,Noun,소녀시대,7
반짝,Noun,엑소,3
반짝거려,Verb,레드벨벳,1
반짝거려,Verb,슈퍼주니어,1
반짝거렸죠,Verb,레드벨벳,1
반짝거리는,Verb,소녀시대,1
반짝거리죠,Verb,레드벨벳,1
반짝거릴,Verb,레드벨벳,1
반짝반짝,Adverb,2NE1,1
반짝반짝,Adverb,TWICE,4
반짝반짝,Adverb,동방신기(TVXQ!),1
반짝반짝,Adverb,소녀시대,9
반짝반짝,Adverb,엑소,1
반짝여,Verb,레드벨벳,1
반짝여,Verb,방탄소년단,1
반짝여,Verb,소녀시대,2
반짝였던,Verb,방탄소년단,1
반짝였던,Verb,소녀시대,1
반짝이게,Verb,레드벨벳,1
반짝이는,Verb,TWICE,6
반짝이는,Verb,동방신기,2
반짝이는,Verb,동방신기(TVXQ!),3
반짝이는,Verb,레드벨벳,9
반짝이는,Verb,방탄소년단,1
반짝이는,Verb,빅뱅,1
반짝이는,Verb,소녀시대,4
반짝이는,Verb,슈퍼주니어,4
반짝이는,Verb,엑소,4
반짝이면,Verb,소녀시대,2
반짝인,Verb,레드벨벳,4
반짝일,Verb,세븐틴,5
반짝임,Noun,동방신기,2
반짝임,Noun,동방신기(TVXQ!),1
반짝임,Noun,엑소,1
반쪽,Noun,TWICE,1
반쪽,Noun,레드벨벳,1
반쪽,Noun,빅뱅,2
반쪽,Noun,엑소,1
반칙,Noun,방탄소년단,3
반칙,Noun,빅뱅,1
반칙,Noun,엑소,1
반하고,Adjective,엑소,1
반하기는,Adjective,동방신기,1
반하는,Adjective,빅뱅,1
반한,Noun,레드벨벳,2
반한,Noun,소녀시대,1
반한,Noun,슈퍼주니어,1
반한다는,Adjective,동방신기,1
반한다는,Adjective,동방신기(TVXQ!),2
반한다는,Adjective,엑소,1
반할,Adjective,TWICE,1
반항,Noun,동방신기(TVXQ!),1
반항,Noun,레드벨벳,1
반해,Adjective,2NE1,1
반해,Adjective,TWICE,5
반해,Adjective,동방신기(TVXQ!),2
반해,Adjective,레드벨벳,1
반해,Adjective,방탄소년단,1
반해,Adjective,슈퍼주니어,5
반해,Adjective,엑소,1
반해,Adjective,원더걸스,1
반해서,Adjective,소녀시대,2
반해서,Adjective,원더걸스,1
반했나,Adjective,TWICE,1
반했나,Adjective,소녀시대,5
반했단,Adjective,세븐틴,1
반했단,Adjective,원더걸스,1
반했던,Adjective,2NE1,1
반했어,Noun,BLACKPINK,1
반했어,Noun,소녀시대,1
반했었어,Adjective,소녀시대,1
반했으니까,Adjective,TWICE,4
받,Verb,BLACKPINK,1
받게,Verb,방탄소년단,2
받게,Verb,빅뱅,1
받겠지,Verb,방탄소년단,1
받겠지,Verb,빅뱅,1
받고,Verb,TWICE,1
받고,Verb,동방신기,1
받고,Verb,방탄소년단,5
받고,Verb,슈퍼주니어,2
받기,Verb,빅뱅,1
받기도,Verb,방탄소년단,1
받기만,Verb,세븐틴,2
받기만,Verb,슈퍼주니어,3
받기엔,Verb,방탄소년단,1
받긴,Verb,엑소,1
받는,Verb,TWICE,1
받는,Verb,방탄소년단,9
받는,Verb,빅뱅,1
받는,Verb,엑소,1
받는게,Verb,세븐틴,1
받던,Verb,방탄소년단,3
