형태소,품사,음원순위,카운트
고여,Noun,음원순위,1
고요한,Noun,음원순위,1
고이,Noun,음원순위,1
고장,Noun,음원순위,1
고조,Noun,음원순위,1
고쳤니,Verb,음원순위,1
고통,Noun,음원순위,2
고파,Adjective,음원순위,2
고픈,Adjective,음원순위,2
곤,Noun,음원순위,2
곧,Noun,음원순위,7
곧이,Adverb,음원순위,1
곧장,Noun,음원순위,1
골,Noun,음원순위,1
골라,Verb,음원순위,8
골치,Noun,음원순위,1
곳,Noun,음원순위,27
곳곳,Noun,음원순위,1
공간,Noun,음원순위,3
공격,Noun,음원순위,2
공기,Noun,음원순위,1
공백,Noun,음원순위,1
공식,Noun,음원순위,2
공이,Noun,음원순위,1
공황,Noun,음원순위,1
과,Josa,음원순위,32
과,Noun,음원순위,4
과감,Noun,음원순위,1
과거,Noun,음원순위,4
과는,Josa,음원순위,3
과도,Josa,음원순위,1
과분,Noun,음원순위,1
과속방지턱,Noun,음원순위,1
과연,Noun,음원순위,2
과열,Noun,음원순위,1
과의,Josa,음원순위,1
관리,Noun,음원순위,1
관심,Noun,음원순위,11
관심사,Noun,음원순위,2
광기,Noun,음원순위,1
광야,Noun,음원순위,1
광활한,Adjective,음원순위,1
괜찮나,Adjective,음원순위,1
괜찮니,Adjective,음원순위,2
괜찮아,Adjective,음원순위,7
괜찮았던,Adjective,음원순위,1
괜찮은,Adjective,음원순위,1
괜찮을,Adjective,음원순위,2
괜찮을까,Adjective,음원순위,1
괜히,Adverb,음원순위,3
괴로운,Adjective,음원순위,2
괴롭다면,Adjective,음원순위,1
괴롭지도,Adjective,음원순위,1
괴롭히는데,Verb,음원순위,1
괴물,Noun,음원순위,1
교복,Noun,음원순위,1
구,Noun,음원순위,2
구겨,Verb,음원순위,1
구겨지고,Verb,음원순위,1
구겨진,Verb,음원순위,4
구름,Noun,음원순위,3
구설수,Noun,음원순위,1
구역,Noun,음원순위,1
구차해,Adjective,음원순위,1
군,Suffix,음원순위,3
굳게,Adjective,음원순위,1
굳어,Adjective,음원순위,1
굳어있던,Adjective,음원순위,1
굳이,Noun,음원순위,8
굴,Noun,음원순위,1
굴려,Noun,음원순위,1
굴리지,Adjective,음원순위,1
굴지,Noun,음원순위,1
궁금하대,Adjective,음원순위,1
궁금하면,Adjective,음원순위,1
궁금한데,Adjective,음원순위,1
궁금해,Adjective,음원순위,9
궁금해서,Adjective,음원순위,1
궁금해요,Adjective,음원순위,1
궁합,Noun,음원순위,4
권력,Noun,음원순위,1
궤도,Noun,음원순위,1
귀,Noun,음원순위,8
귀걸이,Noun,음원순위,4
귀신,Noun,음원순위,1
귀여운,Adjective,음원순위,1
귀엽게,Adjective,음원순위,1
귀엽다고,Adjective,음원순위,1
귀엽지,Adjective,음원순위,1
귀찮게,Adjective,음원순위,1
귀찮나요,Adjective,음원순위,1
귀찮다는,Adjective,음원순위,1
귀찮은,Adjective,음원순위,1
귓가,Noun,음원순위,10
귓속,Noun,음원순위,2
그,Determiner,음원순위,14
그,Modifier,음원순위,1
그,Noun,음원순위,200
그거,Noun,음원순위,1
그건,Adverb,음원순위,7
그걸,Adverb,음원순위,3
그것,Noun,음원순위,3
그게,Noun,음원순위,19
그깟,Modifier,음원순위,1
그날,Noun,음원순위,2
그냥,Noun,음원순위,21
그녀,Noun,음원순위,28
그녈,Noun,음원순위,2
그녈몰,Noun,음원순위,1
그늘,Noun,음원순위,1
그니까,Conjunction,음원순위,2
그닥,Noun,음원순위,1
그대,Noun,음원순위,101
그대로,Noun,음원순위,18
그대만,Noun,음원순위,1
그동안,Noun,음원순위,1
그때,Noun,음원순위,12
그땐,Noun,음원순위,4
그래,Adjective,음원순위,45
그래도,Adverb,음원순위,15
그래서,Adverb,음원순위,5
그래야만,Adjective,음원순위,1
그래요,Adjective,음원순위,4
그랬대,Adjective,음원순위,2
그랬던,Adjective,음원순위,3
그랬듯이,Adjective,음원순위,1
그랬어,Adjective,음원순위,6
그랬으니,Adjective,음원순위,1
그랬죠,Adjective,음원순위,4
그러고,Adjective,음원순위,2
그러나,Conjunction,음원순위,4
그러니,Adjective,음원순위,15
그러니까,Adverb,음원순위,2
그러다,Adjective,음원순위,2
그러면,Adverb,음원순위,3
그러면서,Adjective,음원순위,1
그러지,Adjective,음원순위,3
그럭저럭,Adverb,음원순위,7
그런,Adjective,음원순위,19
그런,Modifier,음원순위,2
그런데,Conjunction,음원순위,4
그런지,Adjective,음원순위,2
그럴,Adjective,음원순위,3
그럴수록,Adjective,음원순위,4
그럼,Adjective,음원순위,3
그렇게,Adverb,음원순위,20
그렇구,Adjective,음원순위,2
그렇다고,Conjunction,음원순위,2
그렇다면,Adjective,음원순위,1
그렇단,Adjective,음원순위,3
그렇잖아요,Adjective,음원순위,1
그렇죠,Adjective,음원순위,4
그렇지,Adjective,음원순위,1
그려,Verb,음원순위,6
그려내는,Verb,음원순위,1
그려지고,Verb,음원순위,1
그리,Verb,음원순위,9
그리고,Conjunction,음원순위,5
그리곤,Verb,음원순위,4
그리네,Noun,음원순위,1
그리던,Verb,음원순위,2
그리며,Verb,음원순위,1
그리움,Noun,음원순위,8
그리워,Adjective,음원순위,13
그리워요,Adjective,음원순위,1
그리워지면,Adjective,음원순위,3
그리죠,Verb,음원순위,1
그린,Noun,음원순위,1
그림,Noun,음원순위,1
그림자,Noun,음원순위,12
그립다,Verb,음원순위,2
그만,Adverb,음원순위,14
그만할게,Adjective,음원순위,1
그만할래,Adjective,음원순위,3
그만해,Adjective,음원순위,3
그을려,Adjective,음원순위,1
그저,Adverb,음원순위,17
그치,Verb,음원순위,2
그토록,Adverb,음원순위,2
근,Modifier,음원순위,2
근거,Noun,음원순위,1
근대,Noun,음원순위,2
근데,Adverb,음원순위,13
근심,Noun,음원순위,1
글자,Noun,음원순위,4
금,Noun,음원순위,1
금기,Noun,음원순위,1
금방,Noun,음원순위,4
금빛,Noun,음원순위,1
금새,Modifier,음원순위,1
금토,Noun,음원순위,2
급하지,Adjective,음원순위,1
급해,Adjective,음원순위,1
급해지지,Adjective,음원순위,1
기,Modifier,음원순위,8
기꺼이,Adverb,음원순위,1
기나긴,Verb,음원순위,1
기념일,Noun,음원순위,1
기는,Verb,음원순위,4
기다려,Verb,음원순위,12
기다려야,Verb,음원순위,2
기다려요,Verb,음원순위,4
기다려줄게,Verb,음원순위,1
기다렸던,Verb,음원순위,3
기다리게,Verb,음원순위,1
기다리고,Verb,음원순위,13
기다리기만,Verb,음원순위,3
기다리네,Verb,음원순위,1
기다리는,Verb,음원순위,2
기다리는데,Verb,음원순위,5
기다리다간,Verb,음원순위,1
기다리던,Verb,음원순위,1
기다리며,Verb,음원순위,1
기다리면,Verb,음원순위,1
기다리잖아,Verb,음원순위,2
기다리지마,Verb,음원순위,2
기다린,Verb,음원순위,2
기다린다,Verb,음원순위,2
기다린다고,Verb,음원순위,1
기다린지,Verb,음원순위,2
기다릴게,Verb,음원순위,3
기다릴래,Verb,음원순위,1
기다림,Noun,음원순위,1
기대,Noun,음원순위,4
기대어,Verb,음원순위,4
기댄,Verb,음원순위,1
기도,Noun,음원순위,5
기두,Noun,음원순위,2
기를,Verb,음원순위,2
기름,Noun,음원순위,1
기막힌,Adjective,음원순위,2
기만,Noun,음원순위,1
기묘했던,Adjective,음원순위,1
기본,Noun,음원순위,1
기분,Noun,음원순위,28
기뻐서,Adjective,음원순위,2
기뻐하던,Adjective,음원순위,1
기쁘게,Adjective,음원순위,1
기쁘겠죠,Adjective,음원순위,1
기쁜,Adjective,음원순위,3
기쁠,Adjective,음원순위,1
기쁨,Noun,음원순위,4
기어이,Noun,음원순위,1
기억,Noun,음원순위,38
기운,Noun,음원순위,2
기울여,Verb,음원순위,1
기울여주는,Verb,음원순위,1
기적,Noun,음원순위,7
기준,Noun,음원순위,4
기회,Noun,음원순위,6
긴,Verb,음원순위,6
긴긴,Modifier,음원순위,1
긴머리,Noun,음원순위,1
긴장,Noun,음원순위,6
긴장감,Noun,음원순위,2
길,Noun,음원순위,34
길거리,Noun,음원순위,2
길겠지,Adjective,음원순위,1
길들여져,Verb,음원순위,5
길들여진,Verb,음원순위,1
길들일래,Verb,음원순위,4
길마,Noun,음원순위,1
길면,Adjective,음원순위,1
길어,Adjective,음원순위,1
길은,Adjective,음원순위,3
길치,Verb,음원순위,1
김,Noun,음원순위,1
깊게,Adjective,음원순위,1
깊숙이,Adverb,음원순위,4
깊어도,Adjective,음원순위,1
깊어져,Adjective,음원순위,1
깊어지기,Adjective,음원순위,1
깊어진,Adjective,음원순위,1
깊은,Adjective,음원순위,15
깊을수록,Adjective,음원순위,2
깊이,Noun,음원순위,9
까,Verb,음원순위,5
까놓고,Verb,음원순위,1
까딱,Noun,음원순위,2
까만,Adjective,음원순위,4
까맣게,Adjective,음원순위,5
까먹었어,Verb,음원순위,1
까봐,Eomi,음원순위,1
까불지,Verb,음원순위,1
까지,Josa,음원순위,92
까지나,Josa,음원순위,2
까지는,Josa,음원순위,1
까지도,Josa,음원순위,2
까지라도,Josa,음원순위,5
까진,Josa,음원순위,1
까페,Noun,음원순위,1
깔렸어,Verb,음원순위,4
깔린,Verb,음원순위,1
깔아,Verb,음원순위,2
깜깜,Noun,음원순위,6
깜빡,Noun,음원순위,2
깜빡이는,Verb,음원순위,1
깜짝,Noun,음원순위,3
깜짝깜짝,Adverb,음원순위,4
깨,Noun,음원순위,1
깨고,Verb,음원순위,1
깨달,Noun,음원순위,1
깨물면,Verb,음원순위,4
깨어나,Verb,음원순위,9
깨우는,Verb,음원순위,1
깨우자,Verb,음원순위,1
깨워,Verb,음원순위,2
깨워주는,Verb,음원순위,1
깨져도,Verb,음원순위,1
깨진,Verb,음원순위,4
꺼,Verb,음원순위,4
꺼내,Verb,음원순위,2
꺼내려,Verb,음원순위,1
꺼야,Verb,음원순위,5
꺼워,Verb,음원순위,1
꺼져,Verb,음원순위,5
꺼져있는,Verb,음원순위,1
꺼지라,Verb,음원순위,1
꺼지지,Verb,음원순위,1
꺼진,Verb,음원순위,4
꺼질,Verb,음원순위,1
꺾는,Verb,음원순위,1
꺾이지,Verb,음원순위,1
꺾지,Verb,음원순위,1
껴안아,Verb,음원순위,3
꼬깃,Noun,음원순위,2
꼬리,Noun,음원순위,2
꼬마,Noun,음원순위,2
꼬여있던,Adjective,음원순위,1
꼬집어,Verb,음원순위,2
꼭,Noun,음원순위,20
꼭꼭,Noun,음원순위,2
꼭대기,Noun,음원순위,1
꼭짓점,Noun,음원순위,1
꼰대,Noun,음원순위,1
꼴,Noun,음원순위,3
꼼꼼히,Adjective,음원순위,1
꼼짝,Noun,음원순위,8
꽃,Noun,음원순위,27
꽃다발,Noun,음원순위,1
꽃밭,Noun,음원순위,1
꽉,Noun,음원순위,3
꽐,Noun,음원순위,1
꽤,Noun,음원순위,2
꾹꾹,Noun,음원순위,1
꾼,Noun,음원순위,1
꿀,Noun,음원순위,1
꿀꿀해,Adjective,음원순위,1
꿇고,Verb,음원순위,1
꿈,Noun,음원순위,55
꿈꾸던,Verb,음원순위,2
꿈꿔,Verb,음원순위,3
꿈속,Noun,음원순위,6
꿈이길,Verb,음원순위,1
꿈이었다면,Verb,음원순위,2
꿔,Verb,음원순위,4
꿔서,Verb,음원순위,1
꿨는지,Verb,음원순위,2
꿰뚫어,Verb,음원순위,1
끄네,Verb,음원순위,1
끄는,Verb,음원순위,1
끈,Noun,음원순위,3
끊어,Verb,음원순위,1
끊어야겠어,Verb,음원순위,2
끊어질,Verb,음원순위,1
끌,Noun,음원순위,4
끌려,Verb,음원순위,9
끌려가지,Verb,음원순위,1
끌리는지,Verb,음원순위,2
끌리잖아,Verb,음원순위,1
끌리지,Verb,음원순위,1
끌릴,Verb,음원순위,1
끌림이,Verb,음원순위,1
끌어안아,Verb,음원순위,1
끌어안으며,Verb,음원순위,1
끔,Verb,음원순위,1
끔찍한,Adjective,음원순위,1
끝,Noun,음원순위,58
끝나,Verb,음원순위,4
끝나고,Verb,음원순위,1
끝나면,Verb,음원순위,1
끝나잖아,Verb,음원순위,2
끝난,Verb,음원순위,1
끝난건,Verb,음원순위,1
끝날,Verb,음원순위,2
끝났기에,Verb,음원순위,1
끝났대,Verb,음원순위,1
끝내,Noun,음원순위,1
끝내야,Verb,음원순위,2
끝내주잖아,Adjective,음원순위,1
끝낼,Verb,음원순위,4
끝낼게,Verb,음원순위,3
끝냈다,Verb,음원순위,1
끝없는,Adjective,음원순위,1
끝없이,Adverb,음원순위,2
끝장,Noun,음원순위,7
끝판,Noun,음원순위,1
끼워,Verb,음원순위,2
나,Josa,음원순위,30
나,Noun,음원순위,336
나가,Verb,음원순위,7
나가내가,Verb,음원순위,2
나갈,Verb,음원순위,1
나갈래,Verb,음원순위,1
나게,Verb,음원순위,1
나고,Verb,음원순위,1
나나,Noun,음원순위,30
나날,Noun,음원순위,1
나네요,Verb,음원순위,1
나누던,Verb,음원순위,2
나는요,Verb,음원순위,2
나니,Noun,음원순위,1
나도,Verb,음원순위,32
나라,Noun,음원순위,5
나라구,Verb,음원순위,2
나려,Verb,음원순위,1
나로,Noun,음원순위,8
나를,Verb,음원순위,116
나마,Noun,음원순위,3
나면,Verb,음원순위,4
나무,Noun,음원순위,3
나불대,Verb,음원순위,1
나빴다가,Adjective,음원순위,1
나쁜,Adjective,음원순위,6
나쁜남자,Noun,음원순위,1
나쁜사람,Noun,음원순위,4
나서,Verb,음원순위,6
나선,Noun,음원순위,1
나섰지,Verb,음원순위,1
나아가자,Verb,음원순위,1
나아지지가,Verb,음원순위,1
나아진,Verb,음원순위,1
나약한,Adjective,음원순위,2
나였기에,Verb,음원순위,1
나오는,Verb,음원순위,2
나오다가,Verb,음원순위,2
나오라고,Verb,음원순위,1
나오지,Verb,음원순위,1
나오질,Verb,음원순위,1
나올,Verb,음원순위,4
나와,Verb,음원순위,20
나요,Eomi,음원순위,1
나은,Noun,음원순위,1
나이,Noun,음원순위,8
나이기에,Verb,음원순위,1
나이트,Noun,음원순위,1
나인,Noun,음원순위,2
나자,Verb,음원순위,1
나좀,Noun,음원순위,1
나지막이,Adverb,음원순위,1
나지막한,Adjective,음원순위,1
나타나,Verb,음원순위,1
나타나고,Verb,음원순위,1
나타나면,Verb,음원순위,2
나타났다,Verb,음원순위,1
나폴레옹,Noun,음원순위,1
난,Josa,음원순위,8
난,Noun,음원순위,392
난난,Noun,음원순위,2
난데,Verb,음원순위,1
난리,Noun,음원순위,2
난장판,Noun,음원순위,1
난폭해지고,Adjective,음원순위,2
날,Noun,음원순위,280
날개,Noun,음원순위,5
날까,Verb,음원순위,1
날뛰고,Verb,음원순위,1
날뛰는,Verb,음원순위,2
날라,Verb,음원순위,1
날려,Verb,음원순위,8
날리는,Verb,음원순위,1
날못,Verb,음원순위,1
날아가,Verb,음원순위,5
날아갈,Verb,음원순위,2
날아라,Verb,음원순위,5
날아오를,Verb,음원순위,1
날아올라,Verb,음원순위,1
날이면,Verb,음원순위,2
날카로운,Adjective,음원순위,5
날카로워진,Verb,음원순위,1
날카롭게,Adjective,음원순위,1
낡은,Adjective,음원순위,1
남,Noun,음원순위,15
남게끔,Verb,음원순위,1
남겨,Verb,음원순위,2
남겨지겠지,Verb,음원순위,1
남겨진,Verb,음원순위,2
남남,Noun,음원순위,1
남달라,Adjective,음원순위,1
남동생,Noun,음원순위,1
남아,Noun,음원순위,6
남아있는,Verb,음원순위,1
남아있지만,Verb,음원순위,1
남았겠지만,Verb,음원순위,3
남은,Verb,음원순위,7
남자,Noun,음원순위,39
남자답게,Verb,음원순위,3
남자라면,Noun,음원순위,1
남자에게,Noun,음원순위,1
남자였어,Verb,음원순위,1
남자친구,Noun,음원순위,1
남잔,Verb,음원순위,12
남지,Noun,음원순위,1
낫,Noun,음원순위,1
났나,Verb,음원순위,1
낭만,Noun,음원순위,3
낭비하긴,Adjective,음원순위,1
낮,Noun,음원순위,1
낮은,Adjective,음원순위,1
낮춰,Verb,음원순위,1
낯,Noun,음원순위,3
낯선,Noun,음원순위,3
낯설다,Adjective,음원순위,1
낳아,Verb,음원순위,1
내,Determiner,음원순위,23
내,Noun,음원순위,661
내게,Verb,음원순위,77
내게는,Verb,음원순위,2
내게도,Verb,음원순위,2
내게로,Noun,음원순위,5
내게만,Verb,음원순위,4
내게서,Verb,음원순위,7
내겐,Noun,음원순위,17
내고야,Verb,음원순위,1
내기,Noun,음원순위,2
내꺼로,Verb,음원순위,3
내놔,Verb,음원순위,1
내려,Verb,음원순위,3
내려놓고,Verb,음원순위,1
내려놔,Verb,음원순위,1
내려앉은,Verb,음원순위,2
내려야,Verb,음원순위,1
내려오네요,Verb,음원순위,1
내려온,Verb,음원순위,1
내려와,Verb,음원순위,2
내리고,Verb,음원순위,2
내리는,Verb,음원순위,3
내면,Noun,음원순위,1
내민,Verb,음원순위,1
내서,Verb,음원순위,3
내숭,Noun,음원순위,1
내일,Noun,음원순위,19
내줄,Verb,음원순위,3
내줘,Verb,음원순위,4
내지,Noun,음원순위,6
낸,Verb,음원순위,1
낼,Noun,음원순위,7
냐,Josa,음원순위,1
너,Modifier,음원순위,23
너,Noun,음원순위,650
너마저,Noun,음원순위,1
너머,Noun,음원순위,1
너무,Adverb,음원순위,121
너무나,Adverb,음원순위,15
너무나도,Adverb,음원순위,2
너무도,Adverb,음원순위,4
너무해,Adjective,음원순위,6
너뿐이,Noun,음원순위,10
너완,Noun,음원순위,1
너희,Noun,음원순위,4
넋,Noun,음원순위,1
넌,Noun,음원순위,225
넌데,Noun,음원순위,3
널,Noun,음원순위,236
넓고,Adjective,음원순위,1
넓은,Adjective,음원순위,3
넘,Verb,음원순위,6
넘길게,Verb,음원순위,1
넘어,Verb,음원순위,3
넘어가고,Verb,음원순위,1
넘어가고는,Verb,음원순위,1
넘어간거야,Verb,음원순위,1
넘어서,Verb,음원순위,2
넘어선,Verb,음원순위,1
넘어설,Verb,음원순위,1
넘어올거란,Verb,음원순위,1
넘어와,Verb,음원순위,1
넘어와라,Verb,음원순위,1
넘어왔잖아,Verb,음원순위,1
넘어져도,Verb,음원순위,3
넘어지겠지만,Verb,음원순위,1
넘어지는,Verb,음원순위,1
넘쳐,Adjective,음원순위,1
넘쳐나는,Adjective,음원순위,1
넘치는,Adjective,음원순위,1
넘칠,Adjective,음원순위,1
넣고,Verb,음원순위,2
넣어,Verb,음원순위,2
네,Determiner,음원순위,1
네,Josa,음원순위,7
네,Noun,음원순위,235
네겐,Noun,음원순위,1
년뒤,Noun,음원순위,1
노,Noun,음원순위,3
노래,Noun,음원순위,32
노랠,Adjective,음원순위,11
노려,Verb,음원순위,1
노력,Noun,음원순위,5
노렸어,Verb,음원순위,6
노리는,Verb,음원순위,4
노예,Noun,음원순위,5
노을,Noun,음원순위,7
노초,Noun,음원순위,2
녹아,Verb,음원순위,8
녹아내려가,Verb,음원순위,1
녹아든,Verb,음원순위,4
녹아요,Verb,음원순위,1
녹을지,Verb,음원순위,1
논,Noun,음원순위,1
놀,Noun,음원순위,4
놀고,Verb,음원순위,1
놀기만,Verb,음원순위,3
놀기에,Verb,음원순위,1
놀던,Verb,음원순위,1
놀라,Verb,음원순위,3
놀라워,Adjective,음원순위,1
놀라지,Verb,음원순위,2
놀란,Noun,음원순위,4
놀러,Verb,음원순위,1
놀려대,Verb,음원순위,1
놀리고,Verb,음원순위,1
놀리는,Verb,음원순위,1
놀리지도,Verb,음원순위,2
놀아,Verb,음원순위,3
놀아나는,Verb,음원순위,1
놀이터,Noun,음원순위,1
놀자,Verb,음원순위,3
놈,Noun,음원순위,6
높던,Adjective,음원순위,1
높아,Adjective,음원순위,3
높여,Verb,음원순위,1
높은,Adjective,음원순위,4
높이,Noun,음원순위,7
높인,Verb,음원순위,1
놓겠다,Verb,음원순위,1
놓겠어,Verb,음원순위,2
놓고,Verb,음원순위,2
놓곤,Verb,음원순위,1
놓아줘,Verb,음원순위,1
놓을,Verb,음원순위,3
놓을거야,Verb,음원순위,3
놓지,Verb,음원순위,4
놓지말어,Verb,음원순위,1
놓치,Verb,음원순위,1
놓치고,Verb,음원순위,1
놓치기,Verb,음원순위,3
놓치긴,Verb,음원순위,1
놓치면,Verb,음원순위,2
놓치지,Verb,음원순위,3
놓치지마,Verb,음원순위,1
놓칠,Verb,음원순위,1
놔,Verb,음원순위,10
놔서,Verb,음원순위,1
놨,Noun,음원순위,1
놨다,Noun,음원순위,1
뇌출혈,Noun,음원순위,1
누,Noun,음원순위,3
누가,Noun,음원순위,34
누구,Noun,음원순위,18
누군가,Noun,음원순위,5
누군데,Adverb,음원순위,1
누군지,Adverb,음원순위,1
누굴,Noun,음원순위,2
누려,Verb,음원순위,1
누워,Verb,음원순위,6
눈,Noun,음원순위,105
눈길,Noun,음원순위,1
눈꽃,Noun,음원순위,2
눈동자,Noun,음원순위,1
눈뜨고,Verb,음원순위,1
눈뜨긴,Verb,음원순위,1
눈뜨면,Verb,음원순위,1
눈물,Noun,음원순위,39
눈부셔,Adjective,음원순위,1
눈부신,Adjective,음원순위,4
눈빛,Noun,음원순위,30
눈앞,Noun,음원순위,4
눈웃음,Noun,음원순위,1
눈짓,Noun,음원순위,1
눈초리,Noun,음원순위,1
눈치,Noun,음원순위,11
눌러,Verb,음원순위,1
눌러줘,Verb,음원순위,2
뉘우쳐,Verb,음원순위,1
느껴,Verb,음원순위,17
느껴야지,Verb,음원순위,1
느껴져,Verb,음원순위,4
느껴지게,Verb,음원순위,3
느껴지는,Verb,음원순위,2
느껴지니,Verb,음원순위,2
느껴진다면,Verb,음원순위,1
느꼈으니까,Verb,음원순위,1
느끼고,Verb,음원순위,6
느끼는,Verb,음원순위,3
느끼던,Verb,음원순위,2
느끼란,Verb,음원순위,1
느끼잖아,Verb,음원순위,1
느끼한,Adjective,음원순위,1
느낀,Verb,음원순위,2
느낄,Verb,음원순위,4
느낌,Noun,음원순위,40
느린,Adjective,음원순위,1
늑대,Noun,음원순위,2
는,Josa,음원순위,236
는,Verb,음원순위,1
는걸,Noun,음원순위,5
늘,Noun,음원순위,15
늘어놓고,Verb,음원순위,1
늦게,Verb,음원순위,1
늦기,Verb,음원순위,2
늦어,Verb,음원순위,3
늦었나,Verb,음원순위,1
늦었다고,Verb,음원순위,2
늦은,Verb,음원순위,2
늦은건,Verb,음원순위,1
늦지,Verb,음원순위,3
니,Josa,음원순위,11
니,Modifier,음원순위,1
니,Noun,음원순위,119
니까,Josa,음원순위,23
닉해,Noun,음원순위,3
님,Noun,음원순위,4
님,Suffix,음원순위,2
다,Adverb,음원순위,187
다,Josa,음원순위,7
다,Noun,음원순위,1
다가,Noun,음원순위,4
다가가,Verb,음원순위,4
다가가기,Verb,음원순위,1
다가가지,Verb,음원순위,1
다가설,Verb,음원순위,1
다가오고,Verb,음원순위,1
다가오기만을,Verb,음원순위,1
다가오잖아,Verb,음원순위,1
다가오지,Verb,음원순위,3
다가오지마,Verb,음원순위,1
다가와,Verb,음원순위,11
다가와서,Verb,음원순위,1
다가와요,Verb,음원순위,1
다가와주길,Verb,음원순위,1
다가왔죠,Verb,음원순위,1
다녔어,Verb,음원순위,1
다니,Verb,음원순위,3
다니니,Verb,음원순위,3
다니잖아,Verb,음원순위,1
다라,Noun,음원순위,14
다룰까,Verb,음원순위,1
다르게,Adjective,음원순위,5
다르게도,Adjective,음원순위,1
다르겠지,Adjective,음원순위,1
다르다고,Adjective,음원순위,3
다르다는게,Adjective,음원순위,1
다른,Modifier,음원순위,1
다른,Noun,음원순위,40
다를,Adjective,음원순위,1
다리,Noun,음원순위,8
다린,Noun,음원순위,1
다면,Eomi,음원순위,1
다섯,Noun,음원순위,1
다섯시,Noun,음원순위,1
다시,Noun,음원순위,77
다시없을,Adjective,음원순위,1
다신,Verb,음원순위,9
다양하게,Adjective,음원순위,1
다음,Noun,음원순위,7
다짐,Noun,음원순위,9
다쳐,Verb,음원순위,1
다쳐도,Verb,음원순위,9
다쳐요,Verb,음원순위,1
다치고,Verb,음원순위,1
다치니까,Verb,음원순위,1
다투고,Verb,음원순위,7
다투기를,Verb,음원순위,1
다툴라,Verb,음원순위,1
다툼,Noun,음원순위,1
다한,Noun,음원순위,4
다해,Noun,음원순위,1
단,Modifier,음원순위,1
단,Noun,음원순위,26
단단해진,Adjective,음원순위,1
단둘,Noun,음원순위,1
단절,Noun,음원순위,1
단점,Noun,음원순위,4
단정,Noun,음원순위,1
단팥빵,Noun,음원순위,1
닫아,Verb,음원순위,3
닫혀요,Verb,음원순위,1
닫혀있지,Verb,음원순위,1
달,Noun,음원순위,6
달라,Noun,음원순위,13
달라져,Verb,음원순위,1
달라졌을까,Verb,음원순위,1
달라진,Verb,음원순위,2
달라질,Verb,음원순위,1
달라질까,Verb,음원순위,2
달라질래,Verb,음원순위,1
달래,Noun,음원순위,1
달래고,Verb,음원순위,1
달려,Verb,음원순위,13
달려가,Verb,음원순위,3
달려가네,Verb,음원순위,1
달려갈,Verb,음원순위,3
달려주는,Verb,음원순위,1
달리,Noun,음원순위,3
달리는,Verb,음원순위,1
달빛,Noun,음원순위,12
달아오르는,Verb,음원순위,1
달아올라,Verb,음원순위,1
달았을,Verb,음원순위,1
달이,Noun,음원순위,9
달콤하게,Adjective,음원순위,3
달콤하다는데,Adjective,음원순위,3
달콤한,Adjective,음원순위,15
달콤할,Adjective,음원순위,1
달콤함에,Adjective,음원순위,1
달콤함은,Adjective,음원순위,1
달콤해,Adjective,음원순위,3
달콤해서,Adjective,음원순위,1
닮아,Verb,음원순위,1
닮은,Verb,음원순위,5
닳도록,Verb,음원순위,4
닳으니까,Verb,음원순위,2
담,Noun,음원순위,3
담고서,Verb,음원순위,1
담아,Verb,음원순위,12
담아서,Verb,음원순위,1
담을게,Verb,음원순위,1
답,Noun,음원순위,5
답답한,Adjective,음원순위,6
답답해서,Adjective,음원순위,2
답장,Noun,음원순위,1
답지,Noun,음원순위,3
당겨,Verb,음원순위,2
당겨라,Verb,음원순위,2
당구대,Noun,음원순위,1
당기는,Verb,음원순위,1
당기지는,Verb,음원순위,1
당당하게,Adjective,음원순위,5
당당하지,Adjective,음원순위,2
당당히,Adjective,음원순위,1
당신,Noun,음원순위,1
당연하단,Adjective,음원순위,1
당장,Noun,음원순위,1
당하겠다면,Adjective,음원순위,1
닿게,Verb,음원순위,1
닿기,Verb,음원순위,1
닿는,Verb,음원순위,1
닿을,Verb,음원순위,2
닿을지언정,Verb,음원순위,1
닿지,Verb,음원순위,1
대,Suffix,음원순위,2
대,Verb,음원순위,26
대고,Noun,음원순위,1
대기,Noun,음원순위,1
대길,Noun,음원순위,2
대놓고,Adverb,음원순위,1
대는,Verb,음원순위,3
대단해,Adjective,음원순위,1
대답,Noun,음원순위,15
대도,Noun,음원순위,11
대로,Josa,음원순위,6
대로,Noun,음원순위,13
대박,Noun,음원순위,1
대부분,Noun,음원순위,1
대셔,Verb,음원순위,2
대수롭지,Adjective,음원순위,1
대신,Noun,음원순위,2
대의,Noun,음원순위,1
대중,Noun,음원순위,1
대체,Noun,음원순위,1
대충,Noun,음원순위,1
대충대충,Adverb,음원순위,1
대하,Noun,음원순위,1
대해,Noun,음원순위,1
대화,Noun,음원순위,2
댄,Verb,음원순위,11
댈,Verb,음원순위,24
댕,Noun,음원순위,2
더,Noun,음원순위,188
더라도,Noun,음원순위,1
더러러,Adjective,음원순위,6
더러운,Adjective,음원순위,5
더러워,Adjective,음원순위,2
더러워서,Adjective,음원순위,1
더럽게,Adjective,음원순위,4
더욱,Noun,음원순위,1
더하기,Noun,음원순위,1
더해,Adjective,음원순위,1
덕,Noun,음원순위,6
던,Noun,음원순위,2
던져,Verb,음원순위,13
던지고,Verb,음원순위,2
던지면,Verb,음원순위,1
덜,Noun,음원순위,3
덜덜,Noun,음원순위,1
덜컥,Noun,음원순위,1
