형태소,품사,음원순위,카운트
덤,Noun,음원순위,1
덩,Noun,음원순위,6
덩일,Noun,음원순위,2
덫,Noun,음원순위,1
덮어,Verb,음원순위,2
데,Noun,음원순위,18
데려가,Verb,음원순위,4
데려가고,Verb,음원순위,1
데려가줘,Verb,음원순위,1
데려갈게,Verb,음원순위,1
데려갈래,Verb,음원순위,1
데려와,Verb,음원순위,2
데리,Noun,음원순위,1
데리러,Verb,음원순위,2
뎌,Modifier,음원순위,4
도,Josa,음원순위,245
도,Noun,음원순위,15
도대체,Noun,음원순위,11
도데,Noun,음원순위,1
도도하게,Adjective,음원순위,1
도도하지만,Adjective,음원순위,1
도도한,Adjective,음원순위,2
도둑,Noun,음원순위,1
도둑고양이,Noun,음원순위,1
도려내,Verb,음원순위,1
도로,Noun,음원순위,3
도망가,Verb,음원순위,1
도망가지마,Verb,음원순위,1
도망갈,Verb,음원순위,1
도망쳐,Verb,음원순위,1
도망치게,Verb,음원순위,1
도망치네,Verb,음원순위,1
도망칠,Verb,음원순위,1
도망칠까,Verb,음원순위,1
도무지,Noun,음원순위,2
도시,Noun,음원순위,6
도심,Noun,음원순위,1
도와줘,Verb,음원순위,1
도전,Noun,음원순위,1
독,Noun,음원순위,13
독기,Noun,음원순위,1
독하디,Adjective,음원순위,1
독한,Adjective,음원순위,3
독해,Noun,음원순위,1
돈,Noun,음원순위,19
돋았어,Verb,음원순위,2
돌,Noun,음원순위,1
돌고,Verb,음원순위,2
돌다간,Verb,음원순위,1
돌려,Verb,음원순위,8
돌려대,Verb,음원순위,1
돌려도,Verb,음원순위,2
돌리는,Verb,음원순위,1
돌린,Verb,음원순위,1
돌아,Verb,음원순위,3
돌아가,Verb,음원순위,2
돌아가고,Verb,음원순위,1
돌아가기,Verb,음원순위,1
돌아가네요,Verb,음원순위,1
돌아가도,Verb,음원순위,1
돌아가자,Verb,음원순위,1
돌아간,Verb,음원순위,1
돌아갈,Verb,음원순위,7
돌아갈래,Verb,음원순위,2
돌아보고,Verb,음원순위,1
돌아보지,Verb,음원순위,4
돌아보진,Verb,음원순위,1
돌아서,Verb,음원순위,1
돌아선,Verb,음원순위,1
돌아섰던,Verb,음원순위,1
돌아오겠지,Verb,음원순위,1
돌아오지,Verb,음원순위,2
돌아온다,Verb,음원순위,1
돌아올,Verb,음원순위,2
돌아올거라고,Verb,음원순위,1
돌아와,Verb,음원순위,8
돌아와줄,Verb,음원순위,1
돌아요,Verb,음원순위,1
돌이,Noun,음원순위,1
돌이킬,Verb,음원순위,2
돌이킬수,Verb,음원순위,2
돌자,Verb,음원순위,1
돌진,Noun,음원순위,1
동경,Noun,음원순위,2
동공,Noun,음원순위,1
동생,Noun,음원순위,1
동서남북,Noun,음원순위,1
동안,Noun,음원순위,3
동정,Noun,음원순위,3
돼,Verb,음원순위,85
돼도,Verb,음원순위,4
돼서,Verb,음원순위,2
돼요,Verb,음원순위,1
돼주고,Verb,음원순위,1
돼주기,Verb,음원순위,1
돼줄래,Verb,음원순위,2
돼지,Noun,음원순위,1
됐겠지,Verb,음원순위,1
됐고,Verb,음원순위,1
됐나,Verb,음원순위,1
됐는걸,Verb,음원순위,1
됐어,Verb,음원순위,6
됐으,Verb,음원순위,1
됐잖아,Verb,음원순위,1
됐지,Verb,음원순위,2
됐지만,Verb,음원순위,1
되,Verb,음원순위,1
되게,Adverb,음원순위,3
되겠지,Verb,음원순위,2
되고,Verb,음원순위,11
되긴,Verb,음원순위,1
되나,Verb,음원순위,2
되는,Verb,음원순위,30
되는데,Verb,음원순위,4
되도록,Verb,음원순위,2
되돌릴,Verb,음원순위,1
되돌아가자,Verb,음원순위,1
되려,Verb,음원순위,5
되리,Verb,음원순위,7
되면,Verb,음원순위,3
되어,Verb,음원순위,5
되어서,Verb,음원순위,1
되어줄,Verb,음원순위,1
되어줄게,Verb,음원순위,1
되었어,Verb,음원순위,1
되줄께,Verb,음원순위,2
되지,Verb,음원순위,2
되지만,Verb,음원순위,1
되질,Verb,음원순위,2
된,Verb,음원순위,18
된것,Verb,음원순위,1
된다,Verb,음원순위,1
된다고,Verb,음원순위,4
된다면,Verb,음원순위,2
될,Verb,음원순위,19
될게요,Verb,음원순위,1
될까,Verb,음원순위,9
될는지,Verb,음원순위,2
될래,Verb,음원순위,1
될지,Verb,음원순위,1
두,Determiner,음원순위,10
두,Josa,음원순위,1
두,Modifier,음원순위,1
두,Noun,음원순위,51
두고,Verb,음원순위,11
두근,Adverb,음원순위,15
두근거려,Adjective,음원순위,5
두근두근,Adverb,음원순위,11
두길,Verb,음원순위,5
두두,Noun,음원순위,2
두드려줘,Verb,음원순위,3
두드릴,Verb,음원순위,1
두려운,Adjective,음원순위,6
두려운데,Adjective,음원순위,1
두려움,Noun,음원순위,7
두려워,Adjective,음원순위,8
두려워만,Adjective,음원순위,1
두려워요,Adjective,음원순위,1
두려워하지마,Adjective,음원순위,1
두려워해,Adjective,음원순위,2
두렵,Adjective,음원순위,4
두렵네,Adjective,음원순위,1
두렵다면,Adjective,음원순위,1
두렵잖을,Adjective,음원순위,1
두렵지,Adjective,음원순위,2
두렵지는,Adjective,음원순위,1
두렵지만,Adjective,음원순위,1
두리,Noun,음원순위,1
두운,Noun,음원순위,5
두죠,Verb,음원순위,1
둔,Verb,음원순위,6
둔대,Verb,음원순위,1
둔하게,Adjective,음원순위,2
둘,Noun,음원순위,35
둘게요,Verb,음원순위,1
둘러대지,Verb,음원순위,1
둘러봐,Verb,음원순위,2
둘러싼,Verb,음원순위,1
둘이서,Noun,음원순위,3
둘째,Modifier,음원순위,1
둥,Noun,음원순위,2
둥둥,Noun,음원순위,2
둬,Verb,음원순위,6
뒤,Noun,음원순위,24
뒤로,Noun,음원순위,4
뒤집고,Verb,음원순위,3
뒤집어,Verb,음원순위,2
뒤집어놓을,Verb,음원순위,1
뒤집어지기,Verb,음원순위,1
뒤척,Noun,음원순위,2
뒤통수,Noun,음원순위,1
뒷,Modifier,음원순위,1
뒷담화,Noun,음원순위,1
뒷모습,Noun,음원순위,4
드,Noun,음원순위,1
드라마,Noun,음원순위,2
드러내고,Verb,음원순위,1
드리오리다,Verb,음원순위,2
드림,Noun,음원순위,1
든,Josa,음원순위,4
든,Verb,음원순위,3
든다고,Verb,음원순위,3
든든한,Adjective,음원순위,1
든지,Josa,음원순위,1
듣겠어,Verb,음원순위,1
듣고,Verb,음원순위,11
듣는,Verb,음원순위,1
듣던,Verb,음원순위,2
듣지,Verb,음원순위,5
들,Suffix,음원순위,142
들,Verb,음원순위,4
들겠죠,Verb,음원순위,1
들고,Verb,음원순위,3
들뜬,Adjective,음원순위,2
들러리,Noun,음원순위,1
들려,Verb,음원순위,3
들려와,Verb,음원순위,2
들려주고,Verb,음원순위,1
들리게,Verb,음원순위,2
들리잖아,Verb,음원순위,2
들리죠,Verb,음원순위,1
들리지,Verb,음원순위,4
들리지도,Verb,음원순위,1
들리지만,Verb,음원순위,1
들릴,Verb,음원순위,3
들릴까,Verb,음원순위,1
들어,Verb,음원순위,16
들어가,Verb,음원순위,2
들어가기도,Verb,음원순위,1
들어가는,Verb,음원순위,1
들어갈,Verb,음원순위,1
들어갈게,Verb,음원순위,3
들어도,Verb,음원순위,4
들어서,Verb,음원순위,1
들어야,Verb,음원순위,1
들어오던,Verb,음원순위,1
들어온,Verb,음원순위,3
들어와,Verb,음원순위,7
들어요,Verb,음원순위,2
들어줄게,Verb,음원순위,1
들었나,Verb,음원순위,1
들었다,Verb,음원순위,1
들었죠,Verb,음원순위,3
들었지,Verb,음원순위,1
들여,Verb,음원순위,1
들여져,Verb,음원순위,1
들여줘,Verb,음원순위,1
들으며,Verb,음원순위,3
들으면,Verb,음원순위,1
들을,Verb,음원순위,2
들을수,Verb,음원순위,1
들이켜,Verb,음원순위,1
들이켜도,Verb,음원순위,1
들이키고,Verb,음원순위,1
들이킨,Verb,음원순위,1
들자,Verb,음원순위,1
들죠,Verb,음원순위,1
들지,Verb,음원순위,2
들키고,Verb,음원순위,3
들킬,Verb,음원순위,1
듬뿍,Noun,음원순위,1
듬직하지만,Adjective,음원순위,1
듯,Noun,음원순위,44
듯이,Noun,음원순위,8
등,Noun,음원순위,5
디,Noun,음원순위,1
딛고,Verb,음원순위,1
딜러,Noun,음원순위,1
따,Verb,음원순위,8
따가운,Adjective,음원순위,1
따갑지,Adjective,음원순위,1
따끔해,Adjective,음원순위,1
따다,Verb,음원순위,10
따뜻한,Adjective,음원순위,2
따뜻함만을,Adjective,음원순위,1
따뜻함이란,Adjective,음원순위,2
따라,Verb,음원순위,20
따라가,Verb,음원순위,1
따라다니는,Verb,음원순위,1
따라다니던,Verb,음원순위,1
따라오는,Verb,음원순위,1
따라오지만,Verb,음원순위,1
따라와,Verb,음원순위,6
따라해,Verb,음원순위,1
따란,Verb,음원순위,3
따분해,Adjective,음원순위,2
따스하게,Adjective,음원순위,1
따스한,Adjective,음원순위,5
따스히,Adjective,음원순위,1
따위,Noun,음원순위,3
따윈,Noun,음원순위,13
딱,Adverb,음원순위,9
딱,Noun,음원순위,1
딱,VerbPrefix,음원순위,1
딱한,Adjective,음원순위,1
딴,Modifier,음원순위,16
딴,Verb,음원순위,14
땀,Noun,음원순위,14
땅,Noun,음원순위,7
때,Noun,음원순위,85
때론,Noun,음원순위,10
때리곤,Verb,음원순위,1
때매,Noun,음원순위,1
때문,Noun,음원순위,15
때찌,Noun,음원순위,1
땐,Noun,음원순위,15
땜,Noun,음원순위,6
떠,Verb,음원순위,3
떠나,Verb,음원순위,26
떠나가,Verb,음원순위,1
떠나가고,Verb,음원순위,1
떠나가기,Verb,음원순위,1
떠나가네요,Verb,음원순위,1
떠나가라,Verb,음원순위,3
떠나가야만,Verb,음원순위,1
떠나가요,Verb,음원순위,2
떠나간,Verb,음원순위,1
떠나갈,Verb,음원순위,1
떠나갈까봐,Verb,음원순위,1
떠나갔어,Verb,음원순위,1
떠나겠어,Verb,음원순위,1
떠나고,Verb,음원순위,1
떠나기,Verb,음원순위,1
떠나도,Verb,음원순위,3
떠나려거든,Verb,음원순위,2
떠나면,Verb,음원순위,1
떠나서,Verb,음원순위,2
떠나야,Verb,음원순위,1
떠나야만,Verb,음원순위,1
떠나요,Verb,음원순위,3
떠나주는,Verb,음원순위,1
떠나지,Verb,음원순위,4
떠나지마,Verb,음원순위,4
떠난,Verb,음원순위,6
떠났니,Verb,음원순위,2
떠났지만,Verb,음원순위,2
떠들어,Verb,음원순위,2
떠오르고,Verb,음원순위,1
떠오르던,Verb,음원순위,1
떠오르면,Verb,음원순위,1
떠오르지,Verb,음원순위,1
떠오를,Verb,음원순위,1
떠올라,Verb,음원순위,2
떠올려,Verb,음원순위,2
떠올려만,Verb,음원순위,1
떠올리고,Verb,음원순위,1
떠올리며,Verb,음원순위,1
떠올리지,Verb,음원순위,3
떨려,Verb,음원순위,4
떨려와,Verb,음원순위,4
떨리게,Verb,음원순위,1
떨리네,Verb,음원순위,1
떨리는,Verb,음원순위,5
떨림,Verb,음원순위,4
떨림도,Verb,음원순위,2
떨림은,Verb,음원순위,2
떨림을,Verb,음원순위,1
떨림의,Verb,음원순위,1
떨림이,Verb,음원순위,1
떨면서,Verb,음원순위,1
떨어,Verb,음원순위,6
떨어져요,Verb,음원순위,2
떨어졌다,Verb,음원순위,1
떨어지고,Verb,음원순위,3
떨어지는,Verb,음원순위,1
떨어지지마,Verb,음원순위,1
떨어지질,Verb,음원순위,1
떨어진,Verb,음원순위,1
떨어진대,Verb,음원순위,1
떨지마라,Verb,음원순위,1
떳떳해,Adjective,음원순위,1
떴다,Verb,음원순위,2
떴을,Verb,음원순위,1
떼면,Verb,음원순위,1
떼어,Verb,음원순위,2
또,Noun,음원순위,92
또다시,Adverb,음원순위,1
또한,Noun,음원순위,4
똑같은,Adjective,음원순위,2
똑같이,Adverb,음원순위,1
똑같죠,Adjective,음원순위,1
똑똑해,Adjective,음원순위,1
똑바로,Noun,음원순위,3
똥,Noun,음원순위,1
뚜뚜루뚜뚜뚜,Noun,음원순위,2
뚝뚝,Noun,음원순위,1
뚫고,Verb,음원순위,2
뚫고가,Verb,음원순위,2
뚫어져라,Verb,음원순위,2
뛰,Verb,음원순위,22
뛰게,Verb,음원순위,4
뛰고싶어,Verb,음원순위,3
뛰기,Verb,음원순위,2
뛰노는,Verb,음원순위,3
뛰는,Verb,음원순위,2
뛰니,Verb,음원순위,3
뛰니까,Verb,음원순위,1
뛰면,Verb,음원순위,1
뛰어,Verb,음원순위,12
뛰어다녀,Verb,음원순위,1
뛰어들어,Verb,음원순위,1
뛰어라,Verb,음원순위,2
뛰었네,Verb,음원순위,1
뛰었는데,Verb,음원순위,1
뛰자,Verb,음원순위,1
뛰잖아,Verb,음원순위,2
뛰지,Verb,음원순위,1
뛴다,Verb,음원순위,1
뜨거,Adjective,음원순위,1
뜨거운,Adjective,음원순위,5
뜨거웁,Noun,음원순위,1
뜨거워,Adjective,음원순위,15
뜨거워졌지,Adjective,음원순위,1
뜨거워지잖아,Adjective,음원순위,1
뜨겁게,Adjective,음원순위,4
뜨겁고,Adjective,음원순위,1
뜨고,Verb,음원순위,7
뜨니,Verb,음원순위,3
뜨려,Verb,음원순위,1
뜨려면,Verb,음원순위,1
뜨면,Verb,음원순위,5
뜬,Verb,음원순위,3
뜬구름,Noun,음원순위,4
뜰,Noun,음원순위,6
뜻대로,Adverb,음원순위,1
띄게,Verb,음원순위,1
띈,Verb,음원순위,1
띠,Noun,음원순위,1
라,Josa,음원순위,42
라고,Josa,음원순위,38
라는,Josa,음원순위,7
라도,Josa,음원순위,12
라라,Noun,음원순위,13
라라라,Noun,음원순위,6
라라라라,Noun,음원순위,1
라며,Noun,음원순위,1
라면,Noun,음원순위,11
라서,Noun,음원순위,1
라운드,Noun,음원순위,1
라이트,Noun,음원순위,1
라차,Noun,음원순위,1
란,Noun,음원순위,17
란걸,Noun,음원순위,3
랄랄라,Adverb,음원순위,1
랑,Josa,음원순위,6
래,Josa,음원순위,47
래야,Noun,음원순위,3
랩,Noun,음원순위,4
러시안,Noun,음원순위,6
런웨이,Noun,음원순위,1
레드,Noun,음원순위,1
레몬,Noun,음원순위,3
레벨,Noun,음원순위,1
려고,Noun,음원순위,1
렴,Noun,음원순위,1
로,Josa,음원순위,100
로는,Josa,음원순위,3
로마,Noun,음원순위,3
로만,Noun,음원순위,2
로맨스,Noun,음원순위,1
로맨틱,Noun,음원순위,1
로봇,Noun,음원순위,1
로움,Noun,음원순위,1
론,Noun,음원순위,3
롤,Noun,음원순위,2
롤링,Noun,음원순위,1
롭고,Josa,음원순위,3
룰렛,Noun,음원순위,6
를,Josa,음원순위,216
를,Noun,음원순위,5
리,Noun,음원순위,3
리듬,Noun,음원순위,6
리라,Noun,음원순위,2
리리,Noun,음원순위,11
리안,Noun,음원순위,3
리지,Noun,음원순위,2
릴,Noun,음원순위,1
림,Noun,음원순위,6
립스틱,Noun,음원순위,3
마,Noun,음원순위,83
마냥,Noun,음원순위,2
마네킹,Noun,음원순위,2
마다,Josa,음원순위,7
마다,Noun,음원순위,3
마라,Adjective,음원순위,10
마련,Noun,음원순위,1
마르,Noun,음원순위,1
마르고,Noun,음원순위,1
마르다,Noun,음원순위,1
마르지,Noun,음원순위,2
마른,Adjective,음원순위,4
마를테니,Adjective,음원순위,1
마무리,Noun,음원순위,1
마법,Noun,음원순위,1
마법사,Noun,음원순위,1
마셔,Verb,음원순위,1
마셔도,Verb,음원순위,1
마시고,Verb,음원순위,1
마시는,Verb,음원순위,1
마신다,Verb,음원순위,1
마음,Noun,음원순위,83
마음속,Noun,음원순위,4
마이크,Noun,음원순위,1
마저,Josa,음원순위,9
마저,Noun,음원순위,2
마저도,Josa,음원순위,1
마주,Noun,음원순위,5
마주치는,Verb,음원순위,1
마주친,Verb,음원순위,1
마주친다,Verb,음원순위,1
마지막,Noun,음원순위,56
마징,Noun,음원순위,1
마찬가지,Noun,음원순위,1
마찰,Noun,음원순위,1
마치,Noun,음원순위,17
마침내,Noun,음원순위,4
마타,Noun,음원순위,1
막,Noun,음원순위,11
막고,Verb,음원순위,1
막는,Verb,음원순위,8
막아도,Verb,음원순위,2
막아줄,Verb,음원순위,1
막연할,Adjective,음원순위,1
막장,Noun,음원순위,1
막지못,Verb,음원순위,1
막춤,Noun,음원순위,1
막혀,Verb,음원순위,13
막혀와,Verb,음원순위,1
막혔을,Verb,음원순위,1
막히는,Verb,음원순위,1
만,Foreign,음원순위,1
만,Josa,음원순위,179
만,Modifier,음원순위,4
만,Noun,음원순위,6
만,Suffix,음원순위,1
만나,Verb,음원순위,6
만나건,Verb,음원순위,1
만나게,Verb,음원순위,6
만나고,Verb,음원순위,2
만나긴,Verb,음원순위,2
만나느라,Verb,음원순위,2
만나는,Verb,음원순위,1
만나러,Verb,음원순위,5
만나려고,Verb,음원순위,1
만나면,Verb,음원순위,3
만나서,Verb,음원순위,2
만나요,Verb,음원순위,2
만나지,Verb,음원순위,1
만난,Noun,음원순위,7
만날,Noun,음원순위,10
만날거다,Verb,음원순위,1
만날까,Verb,음원순위,1
만남,Noun,음원순위,4
만났대,Verb,음원순위,3
만났을,Verb,음원순위,1
만났잖아,Verb,음원순위,1
만드는,Verb,음원순위,2
만드니,Verb,음원순위,1
만든,Verb,음원순위,1
만들거야,Verb,음원순위,3
만들겠어,Verb,음원순위,1
만들어,Verb,음원순위,4
만들어줘,Verb,음원순위,6
만들테니,Verb,음원순위,1
만만한,Adjective,음원순위,2
만신창이,Noun,음원순위,1
만약,Noun,음원순위,6
만연한,Adjective,음원순위,1
만으로,Josa,음원순위,5
만으로도,Josa,음원순위,1
만은,Josa,음원순위,9
만을,Josa,음원순위,13
만의,Josa,음원순위,18
만이,Josa,음원순위,13
만이,Noun,음원순위,1
만이라도,Josa,음원순위,1
만일,Noun,음원순위,2
만져,Verb,음원순위,3
만족,Noun,음원순위,1
만족해,Adjective,음원순위,1
만지던,Verb,음원순위,1
만질,Verb,음원순위,2
만큼,Josa,음원순위,4
만큼,Noun,음원순위,8
만큼만,Josa,음원순위,3
만큼은,Josa,음원순위,10
만하,Noun,음원순위,3
만해,Noun,음원순위,13
많고,Adjective,음원순위,1
많다,Adjective,음원순위,1
많아,Adjective,음원순위,11
많은,Adjective,음원순위,7
많은데,Adjective,음원순위,3
많이,Adverb,음원순위,54
많이,Modifier,음원순위,5
말,Noun,음원순위,294
말고,Josa,음원순위,35
말곤,Verb,음원순위,4
말기,Noun,음원순위,1
말던,Verb,음원순위,1
말라와,Adjective,음원순위,1
말란,Verb,음원순위,1
말랬,Noun,음원순위,1
말려,Verb,음원순위,2
말로,Noun,음원순위,4
말씀,Noun,음원순위,1
말아다오,Verb,음원순위,4
